Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Cory Joseph,28.2,SAC,Combo,1721,9,15.2%,32,103.0,52,19.8%,91,1.30,53,12.3%
Frank Kaminsky,26.6,PHX,Big,761,80,20.2%,31,110.3,88,14.2%,73,0.70,85,10.0%
Enes Kanter,27.4,BOS,Big,973,71,18.3%,64,119.4,46,8.5%,29,0.46,57,13.2%
Luke Kennard,23.4,DET,Wing,921,74,20.0%,78,119.2,93,18.8%,88,0.94,64,10.0%
Michael Kidd-Gilchrist,26.1,CHA,Big,137,60,16.8%,3,91.7,59,9.9%,57,0.59,56,13.3%
Michael Kidd-Gilchrist,26.1,DAL,Big,109,2,8.7%,1,85.7,10,5.2%,58,0.60,1,33.3%
Maxi Kleber,27.8,DAL,Big,1885,17,12.4%,70,122.0,23,6.5%,37,0.52,81,10.7%
Brandon Knight,27.9,DET,Point,218,65,25.8%,75,115.6,45,25.9%,33,1.00,10,17.1%
Brandon Knight,27.9,CLE,Wing,212,79,21.1%,7,88.6,87,17.7%,84,0.84,8,14.9%
Kevin Knox,20.2,NYK,Forward,1064,65,17.3%,13,94.6,41,7.7%,28,0.45,68,10.4%
John Konchar,23.6,MEM,Wing,131,3,9.6%,98,137.9,68,12.2%,98,1.27,100,3.4%
Furkan Korkmaz,22.3,PHI,Wing,1537,54,16.4%,72,117.8,23,7.3%,15,0.45,62,10.1%
Luke Kornet,24.3,CHI,Big,534,43,14.9%,25,108.5,46,8.5%,49,0.57,96,7.7%
Kyle Korver,38.6,MIL,Wing,887,32,14.1%,90,124.8,37,8.9%,56,0.63,14,14.4%
Rodions Kurucs,21.7,BKN,Forward,624,31,13.8%,48,110.8,64,9.9%,76,0.72,3,19.3%
Kyle Kuzma,24.3,LAL,Forward,1486,81,20.9%,41,107.6,39,7.5%,13,0.36,45,12.4%
Zach LaVine,24.6,CHI,Wing,2085,98,31.7%,63,114.8,94,21.8%,66,0.69,19,13.4%
Skal Labissiere,23.6,POR,Big,538,31,13.9%,55,116.8,68,10.8%,83,0.78,21,16.5%
Jeremy Lamb,27.4,IND,Wing,1291,71,19.8%,46,109.9,56,10.6%,30,0.54,80,8.7%
Romeo Langford,20.0,BOS,Wing,319,6,10.3%,4,83.6,3,4.3%,10,0.42,89,7.7%
Jake Layman,25.7,MIN,Forward,498,45,14.9%,47,110.6,5,4.2%,4,0.28,39,12.9%
Caris LeVert,25.2,BKN,Combo,1329,92,30.8%,35,103.6,77,24.2%,36,0.79,56,12.1%
TJ Leaf,22.5,IND,Big,175,69,18.0%,4,92.1,28,7.0%,14,0.39,90,9.2%
Courtney Lee,34.1,DAL,Wing,300,7,10.9%,73,118.1,2,4.3%,8,0.39,55,10.7%
Damion Lee,27.0,GSW,Combo,1381,32,18.3%,61,109.1,27,13.9%,29,0.76,79,10.9%
Alex Len,26.4,SAC,Big,218,35,14.4%,81,127.1,13,5.5%,13,0.38,7,19.6%
Alex Len,26.4,ATL,Big,725,63,17.0%,57,117.4,57,9.4%,43,0.55,60,12.9%
Kawhi Leonard,28.3,LAC,Forward,1846,99,34.3%,73,118.6,97,25.5%,81,0.74,72,9.9%
Meyers Leonard,27.7,MIA,Big,1033,10,11.3%,80,126.6,36,7.5%,68,0.67,30,15.1%
Damian Lillard,29.3,POR,Point,2472,92,33.4%,96,127.3,75,33.5%,31,1.00,84,9.7%
Nassir Little,19.7,POR,Forward,492,4,10.9%,35,104.6,3,3.8%,11,0.35,87,8.6%
Kevon Looney,23.7,GSW,Big,246,53,16.0%,0,78.9,74,11.3%,74,0.71,46,14.1%
Brook Lopez,31.6,MIL,Big,1816,64,17.0%,30,110.2,33,7.3%,23,0.43,89,9.4%
Robin Lopez,31.6,MIL,Big,874,51,15.7%,29,109.8,23,6.5%,18,0.42,14,17.7%
Kevin Love,31.1,CLE,Big,1779,87,22.1%,70,121.7,89,15.0%,70,0.68,29,15.1%
Kyle Lowry,33.6,TOR,Point,2095,67,25.9%,88,120.3,63,30.8%,61,1.19,41,14.0%
Timothe Luwawu-Cabarrot,24.5,BKN,Wing,798,42,15.0%,71,117.8,6,5.0%,3,0.34,36,12.2%
Trey Lyles,24.0,SAS,Big,1259,21,12.9%,38,111.9,29,7.1%,43,0.55,82,10.6%
Ian Mahinmi,33.0,WAS,Big,807,46,15.2%,24,108.5,45,8.4%,45,0.55,26,15.3%
Thon Maker,22.7,DET,Big,739,49,15.5%,44,114.3,53,9.1%,54,0.58,20,16.9%
Terance Mann,23.0,LAC,Wing,275,44,15.0%,86,121.4,95,22.4%,100,1.49,21,13.3%
Boban Marjanovic,31.2,DAL,Big,351,93,23.6%,79,126.5,26,6.7%,2,0.28,49,13.8%
Lauri Markkanen,22.4,CHI,Big,1490,77,19.7%,37,111.9,38,7.7%,15,0.39,71,11.9%
Caleb Martin,24.1,CHA,Wing,289,38,14.7%,87,122.4,66,12.0%,81,0.82,30,12.9%
Cody Martin,24.1,CHA,Wing,850,31,13.9%,33,104.3,78,15.1%,93,1.08,6,15.6%
Kelan Martin,24.2,MIN,Forward,471,53,16.0%,23,102.2,27,6.8%,25,0.43,63,10.8%
Garrison Mathews,23.0,WAS,Wing,223,25,13.4%,100,146.3,14,6.4%,19,0.48,44,11.5%
Wesley Matthews,33.0,MIL,Wing,1613,16,11.9%,45,109.1,18,6.9%,36,0.58,72,9.4%
Patrick McCaw,24.0,TOR,Wing,895,5,10.2%,22,101.8,65,12.0%,96,1.18,31,12.9%
CJ McCollum,28.1,POR,Combo,2549,85,26.8%,59,108.6,45,18.5%,20,0.69,95,8.0%
TJ McConnell,27.6,IND,Combo,1287,65,22.2%,64,109.8,100,35.3%,98,1.59,18,15.0%
Jalen McDaniels,21.7,CHA,Wing,281,19,12.2%,94,126.9,20,7.0%,35,0.57,5,15.9%
Doug McDermott,27.8,IND,Forward,1329,61,16.8%,95,126.6,53,8.2%,39,0.49,92,7.9%
JaVale McGee,31.8,LAL,Big,1106,20,12.8%,84,130.0,3,4.5%,7,0.35,33,15.0%
Rodney McGruder,28.3,LAC,Wing,779,2,9.6%,9,92.7,8,5.5%,32,0.57,41,11.8%
Alfonzo McKinnie,27.1,CLE,Forward,531,28,13.6%,21,101.9,1,3.1%,1,0.23,17,14.3%
Jordan McLaughlin,23.6,MIN,Point,581,10,18.0%,90,122.1,59,29.7%,96,1.65,61,12.3%
Ben McLemore,26.7,HOU,Wing,1575,30,13.9%,92,125.5,6,5.0%,6,0.36,74,9.3%
Jordan McRae,28.6,WAS,Wing,626,90,24.8%,31,104.0,89,18.2%,71,0.73,59,10.2%
Nicolo Melli,28.8,NOP,Big,989,50,15.5%,35,111.4,66,10.6%,71,0.68,63,12.7%
De'Anthony Melton,21.4,MEM,Combo,1112,44,19.9%,27,101.9,48,19.3%,62,0.97,21,14.7%
Khris Middleton,28.2,MIL,Forward,1851,92,26.7%,93,125.7,95,21.1%,87,0.79,53,11.5%
CJ Miles,32.6,WAS,Wing,155,57,17.0%,16,100.0,51,9.9%,41,0.58,96,6.1%
Malcolm Miller,26.7,TOR,Wing,111,1,9.2%,0,66.7,44,9.5%,91,1.03,82,8.5%
Patty Mills,31.2,SAS,Combo,1483,36,19.1%,89,119.9,8,11.1%,8,0.58,94,8.0%
Paul Millsap,34.7,DEN,Big,1239,74,18.8%,63,118.9,55,9.3%,33,0.49,58,13.2%
Shake Milton,23.1,PHI,Combo,760,38,19.3%,97,125.1,44,18.1%,56,0.94,48,12.8%
Donovan Mitchell,23.1,UTA,Combo,2363,95,31.9%,76,112.2,67,21.4%,17,0.67,80,10.7%
Malik Monk,21.7,CHA,Wing,1151,81,22.3%,39,107.1,83,16.8%,74,0.75,28,12.9%
E'Twaun Moore,30.7,NOP,Wing,1006,69,19.3%,28,103.2,59,11.2%,39,0.58,81,8.6%
Ja Morant,20.2,MEM,Point,2073,84,29.5%,51,111.6,86,35.3%,65,1.19,24,15.0%
Marcus Morris,30.2,NYK,Forward,1383,87,22.9%,76,118.8,24,6.8%,5,0.30,73,9.9%
Marcus Morris,30.2,LAC,Big,548,49,15.4%,17,104.9,22,6.4%,18,0.41,67,12.4%
Markieff Morris,30.2,LAL,Big,197,40,14.8%,15,104.2,20,6.2%,19,0.42,92,8.5%
Markieff Morris,30.2,DET,Big,988,81,20.3%,51,115.2,70,10.8%,39,0.53,35,14.9%
Monte Morris,24.3,DEN,Point,1577,16,18.9%,47,109.9,25,21.4%,55,1.14,100,7.6%
Emmanuel Mudiay,23.7,UTA,Point,781,49,23.5%,45,109.5,20,20.7%,14,0.88,16,16.3%
Mychal Mulder,25.4,GSW,Point,189,2,14.2%,76,115.6,0,5.7%,0,0.40,98,8.3%
Dejounte Murray,23.1,SAS,Point,1663,43,23.2%,27,105.1,35,23.2%,29,1.00,31,14.3%
Jamal Murray,22.7,DEN,Combo,1902,82,26.1%,79,113.2,74,22.8%,48,0.88,73,11.3%
Dzanan Musa,20.5,BKN,Forward,427,71,18.8%,17,98.1,79,13.9%,80,0.74,12,16.1%
Mike Muscala,28.3,OKC,Big,523,47,15.3%,45,114.5,62,10.0%,67,0.65,88,9.4%
Sviatoslav Mykhailiuk,22.4,DET,Forward,1236,59,16.5%,68,116.5,72,11.9%,77,0.72,37,12.9%
Abdel Nader,26.1,OKC,Forward,789,41,14.6%,81,119.6,20,6.2%,24,0.42,16,14.6%
Larry Nance Jr.,26.8,CLE,Big,1455,42,14.9%,68,121.4,80,12.7%,89,0.85,76,11.6%
Shabazz Napier,28.3,WAS,Point,487,55,24.3%,69,114.5,39,24.0%,25,0.99,4,18.8%
Shabazz Napier,28.3,MIN,Point,854,37,22.6%,41,108.6,69,32.5%,88,1.43,20,16.1%
Raul Neto,27.5,PHI,Point,597,22,20.1%,82,119.4,27,22.1%,49,1.10,14,16.6%
Georges Niang,26.4,UTA,Big,854,41,14.8%,43,114.2,14,5.5%,11,0.37,86,9.6%
Nerlens Noel,25.6,OKC,Big,1106,23,13.3%,98,141.5,39,7.8%,54,0.58,9,19.5%
Jaylen Nowell,20.3,MIN,Combo,139,30,18.2%,21,100.0,53,20.0%,77,1.10,100,4.9%
Frank Ntilikina,21.3,NYK,Point,1164,8,17.7%,16,100.3,18,20.7%,59,1.17,25,15.0%
Kendrick Nunn,24.2,MIA,Combo,1928,74,24.2%,52,107.1,42,18.1%,27,0.75,85,10.6%
Jusuf Nurkic,25.2,POR,Big,253,91,23.0%,46,114.6,93,17.9%,84,0.78,48,13.8%
David Nwaba,26.8,BKN,Combo,252,2,13.0%,95,122.5,0,3.6%,0,0.28,86,10.3%
Royce O'Neale,26.4,UTA,Wing,2044,4,9.9%,68,117.3,61,11.5%,95,1.16,29,12.9%
Kyle O'Quinn,29.6,PHI,Big,252,58,16.8%,14,104.1,95,20.7%,99,1.24,27,15.2%
Semi Ojeleye,24.9,BOS,Big,945,3,8.7%,34,111.4,5,4.9%,46,0.56,88,9.5%
Jahlil Okafor,23.9,NOP,Big,457,75,19.3%,83,129.2,79,12.2%,63,0.63,16,17.4%
Elie Okobo,22.0,PHX,Combo,644,20,17.3%,24,100.5,70,21.7%,89,1.26,45,12.9%
Josh Okogie,21.2,MIN,Wing,1514,43,15.0%,47,110.3,40,9.0%,45,0.60,10,14.7%
Victor Oladipo,27.5,IND,Wing,528,94,27.1%,19,101.1,81,15.9%,42,0.58,13,14.4%
Kelly Olynyk,28.5,MIA,Big,1258,58,16.6%,76,124.0,83,13.1%,85,0.79,44,14.4%
Cedi Osman,24.6,CLE,Forward,1902,56,16.2%,49,111.2,71,11.5%,75,0.71,41,12.7%
Kelly Oubre,23.9,PHX,Forward,1931,77,20.4%,53,111.6,21,6.6%,7,0.32,83,9.0%
Jabari Parker,24.6,ATL,Big,837,88,22.1%,40,113.6,64,10.4%,30,0.47,52,13.5%
Eric Paschall,23.0,GSW,Forward,1590,79,20.7%,60,114.3,76,12.7%,64,0.61,51,11.8%
Anzejs Pasecniks,23.9,WAS,Big,413,43,15.1%,18,105.8,15,5.8%,14,0.38,37,14.8%
Patrick Patterson,30.6,LAC,Big,683,22,13.0%,42,113.9,30,7.2%,42,0.55,97,7.5%
Chris Paul,34.5,OKC,Point,2207,75,27.1%,92,123.3,67,32.3%,63,1.19,73,11.9%
Cameron Payne,25.2,PHX,Point,167,24,20.1%,94,127.0,8,16.8%,10,0.84,39,14.0%
Elfrid Payton,25.7,NYK,Point,1232,53,23.8%,8,94.5,82,34.8%,90,1.46,53,13.3%
Gary Payton II,26.9,WAS,Forward,410,29,13.7%,11,92.8,84,15.6%,96,1.13,29,13.3%
Norvel Pelle,26.7,PHI,Big,189,16,12.3%,8,97.5,4,4.5%,10,0.37,1,30.2%
Theo Pinson,24.0,BKN,Combo,308,83,26.2%,0,75.0,76,23.5%,50,0.90,8,16.5%
Mason Plumlee,29.7,DEN,Big,1028,72,18.4%,67,120.3,96,21.3%,97,1.16,14,17.6%
Jakob Poeltl,24.0,SAS,Big,1166,18,12.7%,71,122.3,80,12.6%,95,1.00,43,14.4%
Jordan Poole,20.4,GSW,Combo,1195,52,20.6%,11,91.4,32,16.1%,35,0.78,65,11.7%
Kevin Porter,19.5,CLE,Wing,1108,76,20.6%,37,106.7,73,14.2%,67,0.69,3,17.1%
Michael Porter,21.3,DEN,Forward,866,75,19.3%,89,124.2,33,7.3%,16,0.38,55,11.4%
Otto Porter,26.4,CHI,Forward,330,76,19.9%,55,112.1,68,11.3%,55,0.57,97,7.1%
Bobby Portis,24.7,NYK,Big,1318,80,20.2%,18,105.5,68,10.7%,39,0.53,77,11.5%
Kristaps Porzingis,24.2,DAL,Big,1813,93,24.2%,33,110.7,50,8.8%,10,0.36,90,8.9%
Dwight Powell,28.3,DAL,Big,1053,12,11.7%,90,135.7,36,7.6%,66,0.65,61,12.7%
Norman Powell,26.4,TOR,Wing,1456,69,19.3%,93,126.6,48,9.7%,24,0.50,45,11.4%
Taurean Prince,25.6,BKN,Big,1847,76,19.4%,9,99.9,52,9.0%,29,0.46,38,14.7%
Julius Randle,24.9,NYK,Big,2073,97,27.4%,24,107.8,90,15.8%,52,0.58,41,14.5%
Cameron Reddish,20.2,ATL,Wing,1520,64,17.9%,16,100.0,26,7.9%,14,0.44,17,14.0%
JJ Redick,35.4,NOP,Wing,1578,66,18.4%,96,131.4,57,10.7%,40,0.58,54,10.7%
Naz Reid,20.2,MIN,Big,462,90,22.8%,11,102.0,69,10.8%,30,0.47,94,8.2%
Josh Richardson,26.1,PHI,Combo,1693,53,20.8%,50,106.8,26,13.8%,14,0.66,50,12.7%
Austin Rivers,27.2,HOU,Wing,1518,47,15.5%,50,110.4,35,8.9%,34,0.57,83,8.5%
Duncan Robinson,25.5,MIA,Wing,2133,33,14.1%,99,138.5,16,6.8%,21,0.49,61,10.1%
Jerome Robinson,22.7,LAC,Wing,397,31,13.9%,1,75.5,62,11.7%,85,0.84,6,15.6%
Jerome Robinson,22.7,WAS,Wing,498,62,17.5%,19,101.1,60,11.4%,58,0.65,48,11.1%
Mitchell Robinson,21.6,NYK,Big,1347,11,11.3%,99,145.1,1,3.8%,5,0.34,88,9.4%
Glenn Robinson III,25.8,PHI,Forward,264,15,13.1%,84,120.5,7,4.9%,15,0.38,99,6.3%
Glenn Robinson III,25.8,GSW,Wing,1512,41,15.0%,62,114.7,34,8.7%,38,0.58,69,9.7%
Rajon Rondo,33.7,LAL,Point,973,47,23.4%,12,99.4,73,33.5%,86,1.43,12,16.9%
Derrick Rose,31.1,DET,Point,1297,94,34.3%,57,112.0,92,37.4%,43,1.09,65,12.2%
Terrence Ross,28.7,ORL,Wing,1882,75,20.2%,55,112.6,21,7.2%,4,0.36,87,7.9%
Terry Rozier,25.6,CHA,Combo,2159,73,24.0%,77,112.5,59,20.8%,44,0.86,58,12.0%
Ricky Rubio,29.0,PHX,Point,2012,59,24.9%,35,107.2,98,37.8%,92,1.52,27,14.6%
D'Angelo Russell,23.7,GSW,Combo,1056,98,34.1%,71,111.2,94,33.7%,64,0.99,61,11.9%
D'Angelo Russell,23.7,MIN,Combo,391,94,31.7%,68,110.7,91,29.9%,58,0.94,14,15.2%
Domantas Sabonis,23.5,IND,Big,2150,92,23.6%,58,117.4,97,21.6%,92,0.91,33,14.9%
JaKarr Sampson,26.6,IND,Big,435,11,11.5%,73,123.1,12,5.5%,32,0.48,68,12.1%
Dario Saric,25.6,PHX,Big,1619,59,16.8%,60,118.3,65,10.6%,63,0.63,51,13.6%
Tomas Satoransky,28.0,CHI,Combo,1877,42,19.4%,48,106.7,80,26.8%,95,1.38,15,15.1%
Admiral Schofield,22.6,WAS,Forward,343,5,11.0%,24,102.3,19,6.1%,53,0.55,89,7.9%
Dennis Schroder,26.1,OKC,Combo,1981,88,27.4%,82,115.9,73,22.3%,38,0.81,44,13.1%
Mike Scott,31.3,PHI,Big,1169,17,12.5%,38,112.2,18,6.0%,31,0.48,98,7.1%
Thabo Sefolosha,35.5,HOU,Big,410,7,10.4%,4,92.0,42,7.9%,82,0.75,51,13.7%
Collin Sexton,20.8,CLE,Point,2110,73,27.0%,59,112.8,6,14.4%,4,0.54,78,11.7%
Landry Shamet,22.6,LAC,Wing,1403,20,12.7%,69,117.5,32,8.5%,59,0.67,73,9.3%
Iman Shumpert,29.3,BKN,Forward,239,19,13.4%,3,77.3,44,7.8%,60,0.58,27,13.6%
Pascal Siakam,25.6,TOR,Forward,2105,93,27.9%,51,111.5,85,16.1%,59,0.58,61,10.9%
Chris Silva,23.1,MIA,Big,304,55,16.1%,69,121.5,56,9.3%,51,0.58,2,25.1%
Ben Simmons,23.3,PHI,Point,2016,51,23.7%,84,119.8,76,33.5%,84,1.41,6,18.0%
Anfernee Simons,20.4,POR,Combo,1353,27,18.0%,26,101.7,3,9.0%,3,0.50,88,10.0%
Alen Smailagic,19.2,GSW,Big,123,79,20.0%,77,125.5,86,14.1%,73,0.71,15,17.5%
Marcus Smart,25.7,BOS,Combo,1914,48,20.4%,42,104.6,65,21.4%,73,1.05,76,11.1%
Ish Smith,31.3,WAS,Point,1761,35,22.0%,18,102.5,47,26.8%,69,1.22,82,10.0%
Dennis Smith Jr.,21.9,NYK,Point,525,69,26.0%,4,79.6,57,29.6%,57,1.14,8,17.7%
Tony Snell,28.0,DET,Wing,1638,8,11.2%,82,120.6,58,11.0%,90,0.98,91,7.4%
Omari Spellman,22.3,GSW,Big,826,66,17.3%,36,111.8,48,8.6%,35,0.50,30,15.0%
Edmond Sumner,23.8,IND,Wing,418,56,16.8%,24,102.9,76,14.6%,86,0.87,40,11.9%
Caleb Swanigan,22.5,POR,Big,230,33,13.9%,49,115.0,83,13.1%,93,0.94,0,38.6%
Jayson Tatum,21.7,BOS,Forward,2262,95,28.0%,59,113.6,80,14.3%,43,0.51,69,10.3%
Jeff Teague,31.4,MIN,Combo,936,79,24.5%,83,116.3,92,32.6%,94,1.33,29,13.8%
Jeff Teague,31.4,ATL,Combo,506,58,21.1%,29,102.8,79,26.5%,88,1.26,11,15.6%
Garrett Temple,33.5,BKN,Wing,1725,53,16.4%,29,103.8,71,13.3%,81,0.81,76,9.3%
Daniel Theis,27.6,BOS,Big,1562,25,13.5%,80,126.6,64,10.4%,83,0.77,79,11.2%
Isaiah Thomas,30.7,WAS,Point,924,61,25.1%,29,105.9,29,22.4%,16,0.89,49,13.5%
Matt Thomas,25.2,TOR,Wing,388,24,13.4%,97,132.1,19,6.9%,25,0.51,71,9.6%
Tristan Thompson,28.6,CLE,Big,1713,68,17.7%,23,107.6,67,10.6%,60,0.60,43,14.4%
Matisse Thybulle,22.7,PHI,Wing,1261,6,10.9%,41,107.6,29,8.1%,72,0.74,7,15.4%
Anthony Tolliver,34.4,POR,Big,513,9,10.5%,22,107.1,30,7.1%,69,0.68,31,15.0%
Anthony Tolliver,34.4,MEM,Big,225,6,10.0%,79,126.5,9,5.1%,36,0.52,25,15.4%
Juan Toscano-Anderson,26.6,GSW,Forward,264,17,13.2%,36,104.9,81,14.5%,93,1.09,4,18.8%
Karl-Anthony Towns,24.0,MIN,Big,1186,98,27.8%,85,130.8,96,20.9%,81,0.75,49,13.8%
Gary Trent Jr.,20.8,POR,Wing,1285,29,13.8%,83,120.7,12,6.2%,16,0.45,99,5.1%
Allonzo Trier,23.8,NYK,Combo,220,50,20.5%,88,119.8,30,15.2%,24,0.74,6,17.1%
PJ Tucker,34.5,HOU,Big,2466,1,8.5%,36,111.9,19,6.1%,76,0.71,42,14.5%
Rayjon Tucker,22.1,UTA,Wing,117,34,14.1%,95,129.7,1,3.9%,0,0.28,56,10.4%
Evan Turner,31.0,ATL,Wing,237,68,18.7%,6,87.3,96,23.2%,97,1.24,0,22.2%
Myles Turner,23.6,IND,Big,1825,57,16.5%,41,113.8,14,5.7%,6,0.35,65,12.5%
Jonas Valanciunas,27.5,MEM,Big,1836,79,20.1%,78,126.0,71,10.9%,40,0.54,45,14.4%
Denzel Valentine,26.0,CHI,Wing,450,83,23.5%,26,103.1,77,14.9%,55,0.63,65,9.9%
Fred VanVleet,25.7,TOR,Combo,1928,80,24.6%,70,111.1,83,28.0%,79,1.14,77,11.0%
Noah Vonleh,24.2,MIN,Big,331,33,14.1%,57,117.3,72,11.1%,85,0.79,23,15.7%
Nikola Vucevic,29.0,ORL,Big,1998,95,24.5%,29,110.0,93,18.2%,79,0.74,96,7.9%
Moritz Wagner,22.5,WAS,Big,815,64,17.0%,82,127.2,61,10.0%,56,0.59,8,19.5%
Dion Waiters,27.9,LAL,Combo,156,67,23.1%,39,104.2,35,17.2%,26,0.74,42,13.1%
Kemba Walker,29.5,BOS,Point,1736,80,28.6%,78,116.4,33,23.1%,6,0.81,80,10.0%
Lonnie Walker,20.9,SAS,Wing,933,65,17.9%,35,105.3,49,9.8%,31,0.55,51,10.8%
Tyrone Wallace,25.4,ATL,Combo,135,11,15.5%,2,80.0,14,12.1%,33,0.78,5,17.8%
Derrick Walton Jr.,24.6,LAC,Point,169,0,8.7%,100,140.0,4,11.3%,80,1.30,96,8.6%
Brad Wanamaker,30.3,BOS,Combo,1281,18,17.0%,86,117.0,36,17.3%,71,1.02,23,14.3%
TJ Warren,26.2,IND,Forward,2199,80,20.8%,88,123.8,31,7.2%,9,0.35,88,8.4%
PJ Washington,21.2,CHA,Big,1747,67,17.5%,27,109.3,76,11.4%,67,0.65,52,13.6%
Tremont Waters,21.8,BOS,Point,110,63,25.7%,0,68.8,22,20.8%,8,0.81,2,19.3%
Russell Westbrook,31.0,HOU,Combo,2048,100,36.3%,55,107.6,95,33.8%,55,0.93,24,13.9%
Coby White,19.7,CHI,Combo,1642,77,24.4%,30,102.9,33,16.3%,15,0.67,68,11.4%
Derrick White,25.3,SAS,Combo,1651,45,20.1%,91,120.7,55,20.2%,70,1.01,67,11.4%
Hassan Whiteside,30.4,POR,Big,2007,67,17.4%,83,129.9,15,5.8%,4,0.33,40,14.6%
Andrew Wiggins,24.7,GSW,Wing,403,88,24.5%,49,110.4,85,17.3%,69,0.71,52,10.8%
Andrew Wiggins,24.7,MIN,Wing,1455,95,28.1%,40,107.3,88,18.2%,57,0.65,50,10.8%
Grant Williams,20.9,BOS,Big,973,10,11.3%,12,102.9,45,8.4%,80,0.75,18,17.0%
Johnathan Williams,24.4,WAS,Big,172,5,9.6%,42,113.9,17,5.9%,61,0.61,62,12.7%
Kenrich Williams,24.9,NOP,Big,797,5,9.5%,2,89.5,49,8.8%,92,0.92,68,12.2%
Lou Williams,33.0,LAC,Combo,1853,91,30.4%,65,109.8,88,29.5%,61,0.97,39,13.2%
Marvin Williams,33.4,MIL,Big,308,1,8.4%,46,114.5,31,7.2%,89,0.86,77,11.5%
Marvin Williams,33.4,CHA,Big,805,21,13.0%,64,119.6,37,7.7%,57,0.59,85,10.1%
Robert Williams,22.0,BOS,Big,370,15,12.3%,100,146.9,54,9.2%,79,0.74,13,18.2%
Zion Williamson,19.3,NOP,Big,665,96,26.7%,71,122.6,77,11.7%,26,0.44,55,13.3%
D.J. Wilson,23.7,MIL,Big,245,42,14.9%,10,100.0,57,9.4%,62,0.63,34,14.9%
Justise Winslow,23.6,MIA,Combo,345,55,20.8%,5,87.1,41,18.1%,45,0.87,26,13.9%
Christian Wood,24.1,DET,Big,1297,82,20.5%,86,132.2,32,7.3%,8,0.35,57,13.3%
Delon Wright,27.5,DAL,Combo,1539,12,16.5%,74,112.0,68,21.6%,92,1.31,55,12.1%
Thaddeus Young,31.4,CHI,Big,1578,73,18.7%,15,104.3,73,11.2%,58,0.60,38,14.7%
Trae Young,21.1,ATL,Point,2117,98,38.7%,86,120.1,100,42.3%,45,1.09,29,14.5%
Cody Zeller,27.1,CHA,Big,1339,74,19.0%,52,115.3,73,11.1%,55,0.58,61,12.9%
Ante Zizic,22.8,CLE,Big,182,38,14.6%,52,115.5,4,4.7%,4,0.32,21,16.7%
Ivica Zubac,22.6,LAC,Big,1312,48,15.3%,82,127.5,51,8.8%,52,0.58,62,12.7%
