Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Enes Kanter,22.5,UTA,Big,1302,89,22.9%,42,105.8,8,3.1%,2,0.14,47,13.9%
Sergey Karasev,21.0,BKN,Wing,494,16,13.5%,36,103.1,60,11.0%,84,0.82,30,13.6%
Ryan Kelly,23.6,LAL,Forward,1196,30,14.4%,20,94.7,85,11.4%,93,0.80,74,9.5%
Michael Kidd-Gilchrist,21.1,CHA,Wing,1565,52,17.1%,32,102.3,25,7.8%,17,0.46,68,10.5%
Brandon Knight,22.9,MIL,Point,1683,81,28.1%,81,111.9,45,28.4%,10,1.01,34,15.5%
Brandon Knight,22.9,PHX,Combo,347,71,23.9%,15,93.0,62,22.3%,43,0.93,62,11.9%
Kyle Korver,33.6,ATL,Wing,2410,14,13.4%,100,141.7,62,11.1%,87,0.83,13,15.1%
Kosta Koufos,25.7,MEM,Big,1294,29,14.0%,38,104.3,20,4.4%,19,0.32,27,16.5%
Zach LaVine,19.6,MIN,Combo,1811,69,23.9%,49,102.7,71,24.8%,57,1.04,3,19.5%
Jeremy Lamb,22.4,OKC,Wing,532,71,20.8%,50,106.2,71,12.3%,53,0.59,83,9.1%
Carl Landry,31.1,SAC,Big,1148,46,16.1%,74,113.9,12,3.8%,9,0.24,62,12.5%
Shane Larkin,22.1,NYK,Point,1782,2,15.5%,40,100.9,5,20.2%,56,1.31,60,13.0%
Joffrey Lauvergne,23.1,DEN,Big,224,62,18.1%,1,79.0,68,9.4%,63,0.52,10,18.7%
Ty Lawson,27.0,DEN,Point,2650,58,25.4%,63,105.3,89,40.9%,87,1.61,85,11.7%
Ricky Ledo,22.1,NYK,Wing,211,83,22.2%,14,91.5,75,12.8%,48,0.58,1,20.2%
Courtney Lee,29.1,MEM,Wing,2337,29,14.6%,82,113.3,50,9.7%,65,0.67,67,10.6%
David Lee,31.5,GSW,Big,842,69,19.1%,53,108.6,91,14.1%,91,0.74,65,12.3%
Alex Len,21.4,PHX,Big,1498,12,12.2%,59,110.1,6,3.0%,10,0.25,16,17.3%
Kawhi Leonard,23.3,SAS,Wing,2027,84,22.6%,81,113.0,74,12.4%,37,0.55,79,9.7%
Meyers Leonard,22.7,POR,Big,765,27,13.9%,97,125.8,34,6.4%,51,0.46,37,15.1%
Jon Leuer,25.5,MEM,Big,754,54,17.1%,10,94.5,59,8.6%,59,0.50,72,11.4%
Damian Lillard,24.3,POR,Combo,2918,95,28.9%,88,113.0,83,28.5%,49,0.99,65,11.7%
Jeremy Lin,26.2,LAL,Point,1877,52,24.6%,68,105.6,44,28.2%,35,1.15,31,15.8%
Shaun Livingston,29.1,GSW,Combo,1303,32,19.2%,60,103.5,78,27.1%,95,1.41,28,14.9%
Brook Lopez,26.6,BKN,Big,2094,91,23.2%,69,112.5,18,4.4%,6,0.19,88,9.8%
Robin Lopez,26.6,POR,Big,1636,31,14.2%,76,115.0,23,5.1%,24,0.36,45,14.3%
Kevin Love,26.1,CLE,Big,2526,75,20.3%,65,111.8,74,10.5%,61,0.52,79,10.7%
Kyle Lowry,28.6,TOR,Point,2407,79,27.7%,71,105.9,56,31.1%,29,1.12,87,11.5%
John Lucas III,31.9,DET,Point,255,55,25.0%,13,86.7,85,39.0%,84,1.56,82,11.9%
Shelvin Mack,24.5,ATL,Combo,727,62,21.8%,28,96.6,82,28.3%,89,1.29,60,12.0%
Ian Mahinmi,28.0,IND,Big,1120,11,11.9%,34,102.8,19,4.4%,29,0.37,6,19.9%
Devyn Marble,22.1,ORL,Wing,198,10,12.5%,2,71.7,38,8.8%,72,0.70,21,14.0%
Shawn Marion,36.5,CLE,Forward,1066,9,11.9%,30,96.7,28,6.7%,65,0.56,52,11.3%
Kendall Marshall,23.2,MIL,Point,395,19,19.4%,82,111.9,48,29.2%,79,1.50,6,19.3%
Cartier Martin,29.9,DET,Wing,173,6,11.4%,2,70.0,19,7.2%,60,0.63,60,11.1%
Kevin Martin,31.7,MIN,Wing,1299,89,25.2%,72,110.3,72,12.3%,21,0.49,75,10.2%
Wesley Matthews,28.0,POR,Wing,2021,63,18.8%,90,117.2,57,11.0%,49,0.58,81,9.5%
Jason Maxiell,31.7,CHA,Big,794,11,11.9%,5,91.7,9,3.3%,16,0.28,52,13.3%
O.J. Mayo,27.0,MIL,Wing,1670,85,23.1%,53,106.7,90,19.3%,87,0.83,19,14.1%
Luc Mbah a Moute,28.1,PHI,Forward,1906,69,18.0%,11,93.2,76,10.1%,67,0.56,37,12.7%
James Michael McAdoo,21.8,GSW,Big,102,38,14.8%,92,122.2,4,2.7%,4,0.18,68,11.9%
Ray McCallum,23.4,SAC,Combo,1368,31,19.1%,38,99.0,52,20.8%,68,1.09,38,13.7%
CJ McCollum,23.1,POR,Wing,901,65,19.6%,68,109.5,51,9.8%,26,0.50,77,10.0%
KJ McDaniels,21.7,PHI,Forward,1271,70,18.3%,37,99.8,67,9.7%,56,0.53,2,18.5%
Doug McDermott,22.8,CHI,Wing,275,40,15.8%,16,92.6,0,1.9%,0,0.12,23,13.9%
Mitch McGary,22.4,OKC,Big,416,43,15.4%,51,108.2,16,4.1%,14,0.27,28,16.4%
JaVale McGee,26.8,DEN,Big,171,56,17.3%,91,121.7,0,0.0%,0,0.00,15,17.6%
Ben McLemore,21.7,SAC,Wing,2634,41,16.0%,74,110.9,30,8.2%,28,0.51,18,14.2%
Josh McRoberts,27.7,MIA,Big,284,35,14.5%,90,121.4,95,16.8%,99,1.15,1,26.0%
Jodie Meeks,27.2,DET,Wing,1424,60,18.3%,66,109.0,41,9.1%,24,0.50,84,9.1%
Khris Middleton,23.2,MIL,Wing,2362,62,18.8%,79,112.9,73,12.3%,64,0.66,57,11.3%
CJ Miles,27.6,IND,Wing,1821,75,21.1%,51,106.3,17,6.9%,4,0.33,91,8.4%
Andre Miller,38.6,SAC,Point,608,21,19.9%,66,105.6,71,35.5%,95,1.79,5,20.0%
Andre Miller,38.6,WAS,Point,570,23,20.2%,89,113.2,65,33.7%,92,1.67,16,17.5%
Mike Miller,34.7,CLE,Wing,618,2,9.3%,27,101.0,56,10.7%,98,1.15,5,17.3%
Patty Mills,26.2,SAS,Combo,719,54,20.7%,55,103.3,34,17.1%,25,0.83,88,9.8%
Elijah Millsap,27.2,UTA,Wing,871,49,16.9%,10,87.3,44,9.4%,42,0.56,2,19.7%
Paul Millsap,29.7,ATL,Big,2379,90,23.0%,69,112.7,93,14.9%,82,0.65,49,13.7%
Nikola Mirotic,23.7,CHI,Forward,1592,93,21.9%,67,110.9,69,9.8%,26,0.45,59,10.9%
Greg Monroe,24.4,DET,Big,2122,92,23.2%,54,109.1,85,12.0%,61,0.52,52,13.3%
E'Twaun Moore,25.7,CHI,Combo,444,2,13.7%,54,103.1,2,9.2%,9,0.67,100,7.5%
Darius Morris,23.8,BKN,Point,211,26,21.0%,8,84.1,37,26.6%,53,1.27,84,11.8%
Marcus Morris,25.2,PHX,Forward,2030,72,18.3%,48,105.4,74,10.0%,63,0.55,89,8.6%
Markieff Morris,25.2,PHX,Big,2577,88,22.6%,39,104.8,86,12.0%,66,0.53,58,12.9%
Anthony Morrow,29.1,OKC,Wing,1741,26,14.2%,94,120.9,3,4.8%,6,0.34,98,6.3%
Donatas Motiejunas,24.1,HOU,Big,2001,64,18.1%,65,111.5,77,10.7%,74,0.59,42,14.6%
Timofey Mozgov,28.3,CLE,Big,1140,45,15.9%,91,121.9,22,5.0%,19,0.31,22,16.9%
Timofey Mozgov,28.3,DEN,Big,889,24,13.5%,64,111.3,3,2.5%,5,0.19,26,16.6%
Shabazz Muhammad,22.0,MIN,Wing,843,82,22.1%,75,111.4,37,8.8%,11,0.40,95,7.3%
Mike Muscala,23.3,ATL,Big,410,30,14.2%,78,116.0,55,8.4%,74,0.59,56,13.1%
Shabazz Napier,23.3,MIA,Point,969,11,17.7%,52,103.0,10,21.7%,48,1.23,2,22.5%
Gary Neal,30.1,CHA,Wing,898,88,24.9%,17,94.1,84,15.0%,54,0.60,66,10.6%
Gary Neal,30.1,MIN,Wing,258,75,21.2%,73,110.4,81,14.6%,69,0.69,92,8.2%
Jameer Nelson,32.7,BOS,Point,120,63,25.8%,0,64.4,87,40.0%,82,1.55,58,13.0%
Jameer Nelson,32.7,DAL,Point,582,13,18.3%,39,100.6,11,21.8%,44,1.19,21,16.4%
Jameer Nelson,32.7,DEN,Combo,682,82,25.7%,69,106.0,92,31.5%,86,1.23,29,14.8%
Andrew Nicholson,24.9,ORL,Big,442,71,19.4%,21,98.9,53,8.0%,37,0.41,58,12.7%
Joakim Noah,29.7,CHI,Big,2045,45,15.8%,12,95.1,99,22.8%,100,1.44,23,16.8%
Nerlens Noel,20.6,PHI,Big,2270,50,16.6%,19,98.1,70,10.0%,75,0.60,28,16.5%
Dirk Nowitzki,36.4,DAL,Big,2269,91,23.0%,68,112.1,71,10.1%,41,0.44,98,6.8%
Jusuf Nurkic,20.2,DEN,Big,1020,72,19.6%,15,96.4,43,7.0%,24,0.36,17,17.3%
Johnny O'Bryant III,21.4,MIL,Big,344,59,17.9%,1,76.0,52,8.0%,44,0.45,32,16.2%
Kyle O'Quinn,24.6,ORL,Big,788,55,17.2%,62,111.0,84,11.8%,86,0.69,19,17.2%
Victor Oladipo,22.5,ORL,Combo,2548,86,26.3%,66,104.7,45,18.9%,18,0.72,42,13.6%
Kelly Olynyk,23.5,BOS,Big,1396,74,19.9%,64,111.3,83,11.7%,72,0.59,40,14.8%
Zaza Pachulia,30.7,MIL,Big,1718,69,18.9%,29,100.8,94,15.6%,93,0.82,12,18.2%
Kostas Papanikolaou,24.3,HOU,Forward,697,35,15.0%,30,96.7,96,16.4%,100,1.09,4,18.3%
Jabari Parker,19.6,MIL,Forward,725,81,19.6%,44,104.5,59,9.4%,39,0.48,22,14.1%
Tony Parker,32.5,SAS,Point,1948,76,27.2%,74,108.1,42,27.8%,16,1.02,66,12.7%
Chandler Parsons,26.0,DAL,Wing,2183,67,19.7%,84,114.1,59,11.0%,44,0.56,78,9.9%
Patrick Patterson,25.6,TOR,Big,2141,17,12.8%,73,113.8,78,10.8%,94,0.84,92,8.9%
Chris Paul,29.5,LAC,Point,2848,87,29.2%,98,119.1,95,44.1%,81,1.51,94,10.2%
Adreian Payne,23.7,MIN,Big,707,52,16.8%,4,88.6,38,6.6%,32,0.39,21,17.0%
Elfrid Payton,20.7,ORL,Point,2442,37,22.5%,23,90.6,58,31.3%,69,1.39,24,16.3%
Nikola Pekovic,28.8,MIN,Big,810,81,21.1%,24,99.5,28,5.7%,15,0.27,81,10.6%
Kendrick Perkins,30.0,CLE,Big,129,26,13.8%,36,104.2,61,8.7%,80,0.63,0,41.6%
Kendrick Perkins,30.0,OKC,Big,950,18,12.8%,6,91.9,29,6.0%,52,0.47,2,25.6%
Paul Pierce,37.1,WAS,Wing,1905,63,18.9%,87,115.6,66,11.5%,56,0.61,55,11.4%
Mason Plumlee,24.7,BKN,Big,1697,61,18.0%,75,114.4,42,6.9%,31,0.38,35,15.7%
Miles Plumlee,26.2,MIL,Big,175,35,14.6%,11,94.8,35,6.4%,42,0.44,82,10.6%
Miles Plumlee,26.2,PHX,Big,983,4,10.6%,56,109.6,14,3.9%,28,0.37,12,18.1%
Quincy Pondexter,26.6,MEM,Forward,518,15,13.0%,28,96.4,39,7.6%,70,0.58,96,6.9%
Quincy Pondexter,26.6,NOP,Wing,1239,10,12.9%,96,121.3,29,8.1%,59,0.63,50,11.8%
Otto Porter,21.4,WAS,Wing,1332,23,13.9%,45,105.1,12,6.4%,18,0.46,44,12.1%
Dwight Powell,23.3,DAL,Big,174,22,13.4%,25,100.0,24,5.2%,31,0.39,91,9.3%
Phil Pressey,23.7,BOS,Point,552,32,21.6%,11,86.3,50,29.2%,61,1.35,48,14.3%
A.J. Price,28.1,IND,Point,173,66,26.3%,69,105.9,26,24.8%,3,0.94,100,8.8%
Ronnie Price,31.4,LAL,Point,928,5,16.1%,27,92.5,21,24.0%,77,1.49,37,15.2%
Pablo Prigioni,37.5,HOU,Point,392,0,12.1%,31,95.7,16,23.2%,100,1.93,68,12.7%
Pablo Prigioni,37.5,NYK,Combo,783,9,14.2%,94,115.6,46,20.0%,94,1.41,5,18.8%
Tayshaun Prince,34.7,BOS,Forward,197,43,15.4%,94,124.6,93,14.3%,96,0.93,98,6.1%
Tayshaun Prince,34.7,DET,Forward,567,28,14.4%,33,97.7,81,11.2%,91,0.78,81,8.8%
Tayshaun Prince,34.7,MEM,Forward,625,39,15.3%,22,94.9,63,9.5%,78,0.62,93,7.3%
Zach Randolph,33.3,MEM,Big,2298,94,23.6%,47,107.4,81,11.2%,54,0.47,55,13.2%
JJ Redick,30.4,LAC,Wing,2401,57,17.9%,98,126.6,35,8.5%,20,0.48,79,9.8%
Jason Richardson,33.8,PHI,Combo,414,58,21.6%,14,92.5,32,17.1%,22,0.79,97,7.9%
Luke Ridnour,33.7,ORL,Combo,644,20,17.9%,57,103.4,57,21.6%,83,1.20,23,15.3%
Austin Rivers,22.3,LAC,Combo,725,25,18.3%,29,96.9,9,12.3%,11,0.67,78,10.7%
Austin Rivers,22.3,NOP,Combo,730,23,18.2%,12,92.0,31,16.8%,40,0.93,91,9.0%
Andre Roberson,22.9,OKC,Wing,1281,0,8.8%,42,104.6,21,7.4%,89,0.84,4,17.6%
Brian Roberts,28.9,CHA,Point,1219,18,19.4%,35,98.6,6,20.8%,23,1.08,98,9.4%
Nate Robinson,30.4,DEN,Combo,425,89,26.4%,9,91.6,95,32.9%,88,1.24,92,8.9%
Nate Robinson,30.4,LAC,Combo,113,83,25.7%,8,90.2,89,29.5%,82,1.15,54,12.6%
Thomas Robinson,23.6,PHI,Big,401,82,21.3%,28,100.5,73,10.3%,55,0.48,61,12.5%
Thomas Robinson,23.6,POR,Big,345,33,14.4%,25,100.0,15,4.0%,15,0.28,5,22.1%
Glenn Robinson III,20.8,PHI,Wing,146,29,14.4%,17,93.3,36,8.5%,52,0.59,25,13.9%
Rajon Rondo,28.7,BOS,Point,697,50,24.5%,10,84.3,98,45.8%,97,1.87,15,18.8%
Rajon Rondo,28.7,DAL,Point,1306,48,24.3%,26,92.4,69,35.2%,73,1.45,10,19.0%
Derrick Rose,26.1,CHI,Combo,1527,98,32.7%,37,98.8,88,28.9%,31,0.88,35,14.2%
Terrence Ross,23.7,TOR,Wing,2059,48,16.7%,44,104.9,10,6.0%,7,0.36,85,9.0%
Ricky Rubio,24.0,MIN,Point,690,53,24.7%,19,88.9,92,42.2%,94,1.71,26,16.2%
Damjan Rudez,28.4,IND,Wing,974,9,12.4%,91,117.5,17,7.0%,44,0.56,11,16.0%
Brandon Rush,29.3,GSW,Wing,168,6,11.2%,0,42.9,11,6.3%,46,0.57,27,13.8%
Robert Sacre,25.4,LAL,Big,1044,34,14.5%,2,87.2,51,7.7%,67,0.53,86,10.2%
John Salmons,34.9,NOP,Wing,265,3,9.7%,8,84.0,25,7.8%,83,0.80,87,8.9%
JaKarr Sampson,21.6,PHI,Wing,1052,52,17.2%,24,99.1,69,11.9%,70,0.69,7,16.6%
Larry Sanders,25.9,MIL,Big,583,44,15.6%,32,101.6,35,6.5%,38,0.42,49,13.6%
Dennis Schroder,21.1,ATL,Point,1468,97,31.2%,45,101.8,79,37.1%,42,1.19,40,14.8%
Luis Scola,34.5,IND,Big,1627,84,21.5%,33,102.5,78,10.8%,57,0.50,65,12.1%
Mike Scott,26.3,ATL,Big,1033,73,19.6%,62,110.9,74,10.4%,66,0.53,97,7.2%
Thabo Sefolosha,30.5,ATL,Wing,921,28,14.3%,40,103.9,63,11.3%,83,0.79,49,11.8%
Kevin Seraphin,24.9,WAS,Big,1138,76,20.5%,44,106.1,60,8.6%,39,0.42,11,18.2%
Ramon Sessions,28.6,WAS,Combo,518,55,21.1%,80,109.5,75,25.6%,85,1.22,43,13.6%
Ramon Sessions,28.6,SAC,Point,632,35,21.8%,15,87.9,27,25.5%,40,1.17,19,16.4%
Iman Shumpert,24.4,CLE,Wing,858,34,15.1%,29,101.6,26,8.0%,32,0.53,10,16.2%
Iman Shumpert,24.4,NYK,Combo,617,57,21.4%,31,97.4,51,20.3%,45,0.95,26,14.9%
Alexey Shved,25.9,NYK,Wing,404,93,27.0%,71,110.1,94,25.5%,91,0.94,80,9.5%
Alexey Shved,25.9,PHI,Combo,265,94,28.2%,82,110.5,94,31.8%,74,1.13,85,9.9%
Henry Sims,24.6,PHI,Big,1387,71,19.1%,38,104.7,79,10.9%,70,0.57,31,16.2%
Kyle Singler,26.5,DET,Wing,1279,12,13.1%,41,104.4,27,8.0%,57,0.61,61,11.0%
Kyle Singler,26.5,OKC,Forward,450,4,10.3%,4,91.3,7,4.9%,37,0.47,57,10.9%
Donald Sloan,26.8,IND,Point,1049,29,21.3%,48,102.2,53,29.5%,66,1.38,74,12.5%
Marcus Smart,20.7,BOS,Wing,1788,44,16.2%,23,98.4,86,16.2%,93,1.00,26,13.8%
Greg Smith,23.8,DAL,Big,262,1,8.8%,76,115.2,10,3.6%,36,0.41,13,18.0%
Ish Smith,26.3,OKC,Point,107,34,21.6%,6,82.9,60,31.7%,76,1.47,50,14.0%
Ish Smith,26.3,PHI,Point,668,89,29.8%,16,88.3,90,41.0%,65,1.38,42,14.7%
JR Smith,29.1,CLE,Wing,1451,47,16.5%,83,113.7,68,11.8%,75,0.71,82,9.4%
JR Smith,29.1,NYK,Wing,605,87,24.7%,22,98.1,94,21.4%,90,0.86,21,14.1%
Jason Smith,28.7,NYK,Big,1755,70,19.1%,17,97.5,89,13.5%,88,0.71,48,13.8%
Josh Smith,28.9,DET,Forward,894,96,26.0%,0,82.7,100,27.0%,98,1.04,24,13.6%
Josh Smith,28.9,HOU,Big,1378,94,23.7%,22,99.4,96,16.8%,89,0.71,25,16.6%
Tony Snell,23.0,CHI,Wing,1343,13,13.2%,65,108.9,13,6.5%,22,0.49,52,11.5%
Marreese Speights,27.2,GSW,Big,1145,98,25.5%,52,108.6,66,9.3%,27,0.37,72,11.5%
Tiago Splitter,29.8,SAS,Big,1025,58,17.5%,87,119.8,80,11.1%,81,0.63,36,15.2%
Nik Stauskas,21.1,SAC,Wing,1036,21,13.8%,21,98.0,40,9.0%,63,0.65,63,11.0%
Lance Stephenson,24.2,CHA,Wing,1521,86,23.3%,6,83.2,95,25.9%,96,1.11,12,15.8%
Amar'e Stoudemire,32.0,DAL,Big,370,88,22.6%,96,124.1,14,3.9%,2,0.17,94,8.0%
Amar'e Stoudemire,32.0,NYK,Big,855,86,22.0%,80,117.2,50,7.6%,23,0.35,36,15.3%
Rodney Stuckey,28.5,IND,Combo,1861,72,24.1%,74,106.9,46,20.0%,28,0.83,63,11.8%
Jared Sullinger,22.7,BOS,Big,1545,89,22.8%,31,101.3,90,13.9%,76,0.61,89,9.5%
Jeff Taylor,25.4,CHA,Wing,363,27,14.2%,56,107.1,34,8.4%,52,0.59,16,14.7%
Jeff Teague,26.4,ATL,Point,2218,85,29.1%,84,112.8,76,36.8%,52,1.26,45,14.3%
Mirza Teletovic,29.1,BKN,Big,880,67,18.7%,23,99.4,58,8.6%,51,0.46,44,14.4%
Sebastian Telfair,29.4,OKC,Point,325,47,24.2%,34,98.5,47,29.0%,45,1.20,92,10.7%
Garrett Temple,28.5,WAS,Wing,689,17,13.5%,47,105.6,55,10.5%,80,0.78,40,12.6%
Jason Terry,37.1,HOU,Combo,1617,8,14.0%,98,117.8,17,14.0%,52,1.00,37,14.1%
Isaiah Thomas,25.7,BOS,Point,541,98,33.7%,94,117.5,74,36.0%,19,1.07,73,12.5%
Isaiah Thomas,25.7,PHX,Combo,1160,91,27.3%,92,114.9,65,22.6%,26,0.83,57,12.1%
Lance Thomas,26.5,NYK,Forward,1031,59,17.0%,24,95.3,43,7.9%,35,0.47,17,15.0%
Lance Thomas,26.5,OKC,Wing,440,37,15.3%,5,80.7,23,7.7%,25,0.50,52,11.5%
Malcolm Thomas,26.0,PHI,Big,167,15,12.4%,25,100.0,36,6.5%,64,0.53,5,22.4%
Hollis Thompson,23.6,PHI,Wing,1733,30,14.6%,59,108.0,31,8.3%,45,0.57,56,11.4%
Jason Thompson,28.3,SAC,Big,1963,15,12.4%,25,100.0,34,6.3%,60,0.51,38,14.9%
Klay Thompson,24.7,GSW,Wing,2445,90,25.8%,92,118.7,79,13.8%,34,0.53,74,10.3%
Tristan Thompson,23.6,CLE,Big,2129,16,12.6%,71,113.3,4,2.7%,8,0.21,57,13.0%
Marcus Thornton,27.4,BOS,Wing,636,76,21.3%,69,109.8,42,9.1%,14,0.43,96,7.0%
Anthony Tolliver,29.4,DET,Big,1142,22,13.4%,77,115.6,31,6.2%,52,0.46,73,11.4%
Anthony Tolliver,29.4,PHX,Big,230,28,14.0%,34,103.0,36,6.5%,53,0.47,45,14.3%
PJ Tucker,29.5,PHX,Wing,2374,20,13.8%,61,108.2,24,7.7%,40,0.56,39,12.8%
Hedo Turkoglu,35.6,LAC,Forward,649,17,13.0%,89,118.7,44,7.9%,76,0.61,39,12.7%
Evan Turner,26.0,BOS,Combo,2235,65,23.0%,23,95.9,91,30.2%,92,1.31,12,16.4%
Beno Udrih,32.3,MEM,Point,1442,27,21.3%,79,111.4,19,23.9%,31,1.12,63,12.9%
Jonas Valanciunas,22.5,TOR,Big,2076,59,17.7%,93,123.1,8,3.1%,3,0.18,51,13.5%
Anderson Varejao,32.1,CLE,Big,631,48,16.2%,75,115.0,58,8.6%,65,0.53,34,15.7%
Greivis Vasquez,27.8,TOR,Combo,1940,60,21.7%,62,103.7,69,24.4%,72,1.12,49,13.0%
Charlie Villanueva,30.2,DAL,Big,582,87,22.3%,41,105.6,26,5.4%,9,0.24,95,7.6%
Noah Vonleh,19.2,CHA,Big,165,65,18.2%,14,95.2,9,3.5%,7,0.19,69,11.9%
Nikola Vucevic,24.0,ORL,Big,2522,93,23.4%,58,109.8,76,10.6%,49,0.45,76,11.2%
Dwyane Wade,32.8,MIA,Wing,1954,99,35.9%,55,107.0,97,30.0%,88,0.84,28,13.8%
Dion Waiters,22.9,CLE,Combo,750,68,23.8%,17,93.2,22,15.3%,5,0.64,66,11.7%
Dion Waiters,22.9,OKC,Wing,1395,73,21.0%,13,91.3,44,9.4%,16,0.45,86,8.9%
Henry Walker,27.1,MIA,Wing,616,21,13.9%,25,100.0,20,7.2%,31,0.52,43,12.3%
Kemba Walker,24.5,CHA,Combo,2112,92,27.5%,40,99.3,80,27.2%,48,0.99,98,7.8%
John Wall,24.2,WAS,Point,2825,90,30.6%,61,105.2,97,44.6%,74,1.46,32,15.7%
Gerald Wallace,32.3,BOS,Forward,273,0,8.6%,19,94.6,11,5.2%,74,0.60,0,26.9%
TJ Warren,21.2,PHX,Forward,541,41,15.3%,76,112.0,24,6.5%,17,0.42,33,12.8%
CJ Watson,30.5,IND,Combo,1396,48,20.3%,97,116.5,66,22.9%,77,1.13,20,15.4%
Travis Wear,24.1,NYK,Forward,585,61,17.1%,7,92.3,78,10.9%,80,0.64,20,14.3%
Martell Webster,27.9,WAS,Wing,292,54,17.6%,18,94.7,37,8.7%,23,0.49,8,16.6%
David West,34.2,IND,Big,1890,80,20.9%,30,101.1,98,19.9%,97,0.95,51,13.5%
Russell Westbrook,26.0,OKC,Combo,2296,100,41.1%,75,107.1,100,43.0%,60,1.05,52,12.9%
Hassan Whiteside,25.4,MIA,Big,1110,58,17.6%,95,124.1,1,0.9%,1,0.05,63,12.4%
Andrew Wiggins,19.7,MIN,Wing,2953,80,22.0%,39,103.4,49,9.7%,15,0.44,47,12.0%
Deron Williams,30.3,BKN,Point,2102,61,25.7%,44,101.5,63,32.6%,55,1.27,65,12.9%
Derrick Williams,23.4,SAC,Forward,1432,65,17.4%,65,108.5,19,5.9%,6,0.34,70,9.9%
Lou Williams,28.0,TOR,Combo,1993,88,26.4%,91,114.2,14,13.4%,2,0.51,95,8.5%
Marvin Williams,28.4,CHA,Big,2005,16,12.5%,49,107.9,51,7.7%,78,0.62,83,10.6%
Mo Williams,31.9,CHA,Point,826,92,30.7%,56,103.8,66,34.2%,26,1.11,76,12.4%
Mo Williams,31.9,MIN,Point,1137,60,25.7%,60,104.6,77,36.9%,71,1.44,39,15.1%
Shawne Williams,28.7,DET,Big,149,65,18.3%,0,65.5,55,8.2%,47,0.45,88,9.8%
Shawne Williams,28.7,MIA,Big,889,21,13.2%,79,116.7,40,6.8%,62,0.52,91,9.4%
Jeff Withey,24.7,NOP,Big,181,53,16.9%,82,118.3,46,7.3%,41,0.43,22,16.9%
Nate Wolters,23.5,MIL,Combo,121,0,11.7%,3,80.8,8,12.2%,58,1.04,89,9.7%
Brandan Wright,27.1,DAL,Big,495,14,12.3%,100,152.6,5,2.8%,8,0.23,87,9.8%
Brandan Wright,27.1,PHX,Big,839,5,11.2%,86,119.6,11,3.8%,22,0.34,95,7.6%
Dorell Wright,28.9,POR,Forward,559,57,16.7%,52,106.6,72,10.0%,72,0.60,87,8.6%
Tony Wroten,21.6,PHI,Combo,884,97,32.1%,43,99.6,97,34.1%,63,1.06,9,16.8%
James Young,19.2,BOS,Wing,308,17,13.5%,7,83.8,8,5.7%,13,0.42,99,5.1%
Nick Young,29.4,LAL,Wing,968,87,24.3%,46,105.3,16,6.8%,2,0.28,93,8.0%
Thaddeus Young,26.4,BKN,Big,827,76,20.4%,48,107.5,46,7.3%,25,0.36,74,11.3%
Thaddeus Young,26.4,MIN,Big,1602,79,20.8%,18,97.7,91,14.2%,85,0.68,86,9.9%
Cody Zeller,22.1,CHA,Big,1479,40,15.0%,39,104.7,76,10.6%,89,0.71,61,12.5%
Tyler Zeller,24.8,BOS,Big,1713,60,17.9%,84,119.0,75,10.5%,72,0.59,78,10.9%
