Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Carl Landry,30.1,SAC,Big,215,12,11.4%,64,110.7,16,3.9%,33,0.34,66,12.5%
Shane Larkin,21.1,DAL,Point,440,31,19.5%,12,81.9,15,21.2%,36,1.09,25,17.8%
Ty Lawson,26.0,DEN,Point,2217,80,27.0%,73,110.7,86,37.0%,75,1.37,63,14.1%
Courtney Lee,28.1,BOS,Wing,473,60,18.3%,85,116.4,59,11.2%,53,0.61,42,12.8%
Courtney Lee,28.1,MEM,Wing,1463,39,15.6%,82,115.4,43,8.8%,40,0.56,77,9.9%
David Lee,30.5,GSW,Big,2281,86,22.3%,69,112.8,75,10.1%,52,0.45,60,13.1%
Alex Len,20.4,PHX,Big,326,28,13.2%,10,93.9,2,1.4%,1,0.10,6,23.2%
Kawhi Leonard,22.3,SAS,Forward,1913,59,17.4%,91,121.2,70,10.3%,66,0.59,64,10.7%
Meyers Leonard,21.7,POR,Big,297,21,12.5%,34,102.4,57,7.5%,78,0.60,62,12.9%
Jon Leuer,24.5,MEM,Big,591,67,18.6%,58,109.1,27,5.0%,18,0.27,87,10.6%
Rashard Lewis,34.2,MIA,Forward,903,32,14.3%,68,109.4,48,8.3%,59,0.58,43,12.5%
Damian Lillard,23.3,POR,Point,2932,71,26.6%,85,114.8,37,24.9%,12,0.94,90,10.7%
Jeremy Lin,25.2,HOU,Point,2003,51,21.8%,78,113.0,25,22.7%,22,1.04,31,17.0%
Shaun Livingston,28.1,BKN,Combo,1929,28,18.2%,77,108.7,37,19.6%,53,1.08,47,13.8%
Brook Lopez,25.6,BKN,Big,530,94,24.2%,96,124.7,38,5.9%,12,0.24,91,10.1%
Robin Lopez,25.6,POR,Big,2600,24,12.9%,92,120.1,18,4.1%,27,0.32,84,10.9%
Kevin Love,25.1,MIN,Big,2790,98,27.9%,85,118.3,99,20.4%,91,0.73,88,10.5%
Kyle Lowry,27.6,TOR,Combo,2857,79,25.5%,93,114.5,91,33.6%,84,1.32,82,12.0%
John Lucas III,30.9,UTA,Point,494,2,14.7%,14,83.0,0,11.3%,3,0.77,86,11.2%
Shelvin Mack,23.5,ATL,Combo,1447,56,22.1%,32,100.0,79,28.7%,81,1.30,65,12.7%
Ian Mahinmi,27.0,IND,Big,1155,8,10.9%,42,104.6,10,3.1%,20,0.29,13,19.6%
Shawn Marion,35.5,DAL,Forward,2402,30,14.3%,57,107.3,36,7.6%,52,0.53,39,12.6%
Kendall Marshall,22.2,LAL,Point,1537,47,21.8%,46,99.3,95,42.6%,97,1.96,14,18.9%
Cartier Martin,28.9,ATL,Wing,773,36,15.2%,69,111.5,15,6.0%,14,0.39,48,12.5%
Kenyon Martin,35.8,NYK,Big,631,19,12.3%,42,104.6,84,11.8%,99,0.96,33,16.2%
Kevin Martin,30.7,MIN,Wing,2170,86,23.0%,70,111.5,48,9.0%,13,0.39,90,8.9%
Roger Mason Jr.,33.1,MIA,Combo,218,4,13.8%,12,92.7,2,8.2%,7,0.59,68,12.6%
Wesley Matthews,27.0,POR,Wing,2771,61,18.6%,89,117.2,57,10.8%,48,0.58,84,9.3%
Jason Maxiell,30.7,ORL,Big,472,10,11.2%,9,93.0,8,2.7%,13,0.25,75,11.9%
Eric Maynor,26.4,PHI,Point,108,15,18.5%,15,84.8,12,19.4%,27,1.05,2,23.2%
Eric Maynor,26.4,WAS,Point,193,58,23.5%,5,75.4,80,35.4%,83,1.50,29,17.3%
O.J. Mayo,26.0,MIL,Wing,1310,84,22.7%,36,103.7,80,15.0%,66,0.66,27,13.8%
Luc Mbah a Moute,27.1,MIN,Forward,748,7,11.0%,25,100.0,9,4.3%,25,0.39,7,17.0%
Luc Mbah a Moute,27.1,SAC,Forward,192,0,9.9%,39,102.7,75,11.4%,100,1.15,82,9.5%
Ray McCallum,22.4,SAC,Combo,837,33,18.9%,11,90.2,42,20.7%,56,1.10,98,10.3%
CJ McCollum,22.1,POR,Wing,434,63,19.1%,45,105.5,45,8.9%,28,0.47,9,16.8%
Ben McLemore,20.7,SAC,Wing,2101,39,15.5%,20,96.1,14,5.9%,11,0.38,51,12.3%
Josh McRoberts,26.7,CHA,Big,2350,41,15.2%,57,108.8,99,21.4%,100,1.41,84,11.0%
Jodie Meeks,26.2,LAL,Combo,2534,21,17.2%,100,121.7,4,8.5%,2,0.49,89,11.0%
Gal Mekel,25.7,DAL,Point,248,54,22.3%,10,81.3,56,29.2%,69,1.31,7,20.6%
Khris Middleton,22.2,MIL,Wing,2418,56,17.8%,57,107.9,61,11.5%,62,0.65,48,12.4%
CJ Miles,26.6,CLE,Wing,982,66,19.6%,77,114.4,41,8.8%,25,0.45,74,10.1%
Andre Miller,37.6,DEN,Combo,555,32,18.7%,81,108.8,81,28.8%,93,1.54,51,13.5%
Andre Miller,37.6,WAS,Point,387,36,20.1%,68,109.4,73,33.2%,90,1.65,44,15.3%
Darius Miller,23.6,NOP,Forward,682,14,12.3%,73,112.6,55,8.8%,82,0.71,61,11.0%
Mike Miller,33.7,MEM,Wing,1679,21,13.6%,98,125.1,65,11.7%,88,0.86,16,14.9%
Quincy Miller,21.0,DEN,Wing,710,42,15.9%,12,89.2,4,4.8%,2,0.30,11,15.6%
Patty Mills,25.2,SAS,Point,1408,53,22.2%,93,118.1,5,15.4%,0,0.69,100,8.1%
Paul Millsap,28.7,ATL,Big,2474,94,24.5%,58,108.9,94,16.0%,85,0.65,56,13.7%
Nazr Mohammed,36.2,CHI,Big,497,29,13.3%,4,89.0,47,6.4%,60,0.48,8,22.9%
Greg Monroe,23.4,DET,Big,2675,80,20.5%,49,106.1,75,10.1%,63,0.49,63,12.9%
E'Twaun Moore,24.7,ORL,Wing,1421,43,16.1%,38,103.8,70,12.4%,86,0.77,72,10.2%
Darius Morris,22.8,PHI,Combo,167,65,23.5%,68,106.2,82,29.3%,74,1.25,14,18.7%
Marcus Morris,24.2,PHX,Forward,1764,66,18.9%,75,112.7,39,7.7%,30,0.41,55,11.8%
Markieff Morris,24.2,PHX,Big,2114,87,22.4%,71,113.1,83,11.3%,64,0.50,58,13.4%
Anthony Morrow,28.1,NOP,Wing,1371,50,17.0%,84,116.0,22,6.8%,16,0.40,88,9.0%
Donatas Motiejunas,23.1,HOU,Big,864,47,15.7%,44,105.7,42,6.1%,40,0.38,49,14.7%
Arnett Moultrie,23.0,PHI,Big,164,5,10.1%,6,91.9,3,1.8%,5,0.17,21,17.7%
Timofey Mozgov,27.3,DEN,Big,1709,56,17.2%,83,116.6,35,5.6%,29,0.33,24,17.5%
Shabazz Muhammad,21.0,MIN,Wing,214,72,20.9%,39,103.8,1,3.2%,0,0.15,83,9.4%
Byron Mullens,24.7,LAC,Big,132,80,20.5%,1,80.8,61,8.1%,42,0.40,19,18.5%
Byron Mullens,24.7,PHI,Big,235,69,18.8%,74,113.6,41,6.0%,28,0.32,57,13.5%
Toure Murry,24.0,NYK,Point,248,46,21.7%,44,98.8,10,19.3%,10,0.89,17,18.3%
Mike Muscala,22.3,ATL,Big,196,64,18.1%,19,96.0,36,5.8%,26,0.32,42,15.5%
Steve Nash,39.7,LAL,Point,311,61,24.0%,39,97.1,97,43.0%,93,1.79,24,17.8%
Gary Neal,29.1,CHA,Wing,495,75,21.5%,78,114.7,69,12.4%,43,0.57,66,10.9%
Gary Neal,29.1,MIL,Combo,570,77,25.3%,26,98.6,14,14.8%,5,0.59,77,12.2%
Jameer Nelson,31.7,ORL,Point,2171,59,23.7%,53,104.2,76,34.2%,81,1.44,53,14.6%
Andrew Nicholson,23.9,ORL,Big,1103,63,17.9%,19,96.4,13,3.5%,7,0.19,80,11.3%
Joakim Noah,28.7,CHI,Big,2807,78,20.3%,46,105.9,100,25.8%,99,1.27,40,15.6%
Steve Novak,30.4,TOR,Forward,530,5,10.8%,93,122.8,5,3.8%,16,0.35,100,3.8%
Dirk Nowitzki,35.4,DAL,Big,2621,96,25.3%,94,121.7,91,14.0%,70,0.55,97,8.0%
Jermaine O'Neal,35.1,GSW,Big,860,57,17.3%,73,113.3,22,4.6%,16,0.27,46,15.0%
Kyle O'Quinn,23.6,ORL,Big,1103,60,17.7%,45,105.9,77,10.4%,75,0.59,28,17.1%
Greg Oden,25.8,MIA,Big,199,25,13.0%,82,116.4,0,0.8%,0,0.06,15,19.5%
Victor Oladipo,21.5,ORL,Combo,2434,84,26.0%,53,102.3,54,22.3%,25,0.86,18,18.0%
Kelly Olynyk,22.5,BOS,Big,1330,73,19.2%,53,108.0,85,12.0%,82,0.62,26,17.2%
Daniel Orton,23.2,PHI,Big,214,29,13.2%,32,101.9,64,8.5%,84,0.65,6,23.5%
Travis Outlaw,29.1,SAC,Forward,1005,34,14.7%,18,97.2,34,7.6%,48,0.51,93,7.6%
Zaza Pachulia,29.7,MIL,Big,1323,61,17.7%,25,99.3,94,16.0%,97,0.90,22,17.6%
Jannero Pargo,34.0,CHA,Point,158,86,28.4%,59,108.0,88,37.0%,68,1.30,19,17.9%
Tony Parker,31.5,SAS,Point,1991,92,29.2%,76,111.2,66,31.1%,29,1.06,80,11.8%
Chandler Parsons,25.0,HOU,Forward,2776,70,19.4%,77,113.2,93,16.8%,95,0.87,57,11.8%
Patrick Patterson,24.6,SAC,Big,411,37,14.5%,6,91.5,39,5.9%,43,0.41,73,12.1%
Patrick Patterson,24.6,TOR,Big,1114,51,16.7%,64,111.2,71,9.2%,69,0.55,73,12.1%
Chris Paul,28.5,LAC,Point,2166,90,29.0%,90,117.3,98,45.9%,86,1.58,98,10.0%
Nikola Pekovic,27.8,MIN,Big,1657,79,20.3%,81,116.3,25,4.8%,12,0.24,89,10.3%
Kendrick Perkins,29.0,OKC,Big,1205,17,11.9%,11,94.2,56,7.4%,82,0.63,2,28.6%
Paul Pierce,36.1,BKN,Forward,2088,86,22.3%,86,119.6,89,14.7%,80,0.66,14,15.6%
Mason Plumlee,23.7,BKN,Big,1113,42,15.2%,98,135.5,68,9.0%,77,0.59,18,18.8%
Miles Plumlee,25.2,PHX,Big,1954,39,14.9%,47,105.9,12,3.3%,9,0.22,31,16.7%
Quincy Pondexter,25.6,MEM,Wing,263,59,18.3%,48,105.7,71,12.7%,75,0.69,19,14.6%
Otto Porter,20.4,WAS,Wing,266,7,12.1%,2,74.6,6,5.3%,23,0.44,50,12.4%
Phil Pressey,22.7,BOS,Point,1052,14,18.4%,8,76.3,61,29.9%,88,1.62,12,19.3%
Ronnie Price,30.4,ORL,Point,344,25,19.0%,7,76.1,44,27.0%,78,1.42,15,18.8%
Pablo Prigioni,36.5,NYK,Point,1249,0,13.0%,100,129.8,41,26.0%,98,2.00,22,17.8%
Tayshaun Prince,33.7,MEM,Wing,1945,18,13.4%,9,87.5,47,9.0%,70,0.67,94,7.5%
Miroslav Raduljica,25.8,MIL,Big,387,50,16.5%,91,119.4,60,8.0%,58,0.48,20,17.9%
Anthony Randolph,24.3,DEN,Forward,467,68,19.0%,34,101.2,68,10.2%,55,0.54,5,17.3%
Zach Randolph,32.3,MEM,Big,2698,96,25.7%,31,101.9,87,12.4%,58,0.48,70,12.2%
JJ Redick,29.4,LAC,Wing,984,66,19.3%,96,122.6,62,11.6%,52,0.60,80,9.6%
Luke Ridnour,32.7,CHA,Point,365,19,18.5%,22,90.5,17,21.9%,47,1.18,69,13.3%
Luke Ridnour,32.7,MIL,Point,736,29,19.3%,29,92.7,42,27.0%,76,1.40,49,14.7%
Austin Rivers,21.3,NOP,Combo,1279,60,22.7%,23,96.0,35,19.1%,21,0.84,84,11.8%
Andre Roberson,21.9,OKC,Wing,324,1,8.9%,52,107.3,2,3.6%,18,0.41,5,18.6%
Brian Roberts,27.9,NOP,Point,1614,49,21.8%,58,107.0,24,22.6%,19,1.04,76,12.1%
Nate Robinson,29.4,DEN,Combo,839,81,25.7%,86,110.1,53,22.1%,26,0.86,81,12.0%
Thomas Robinson,22.6,POR,Big,810,66,18.4%,23,98.4,46,6.3%,33,0.34,39,15.7%
Rajon Rondo,27.7,BOS,Point,982,69,26.5%,24,91.9,100,47.8%,95,1.80,36,16.3%
Derrick Rose,25.1,CHI,Point,305,93,30.0%,25,91.9,39,25.6%,5,0.85,37,16.0%
Terrence Ross,22.7,TOR,Wing,2147,48,16.8%,70,111.6,13,5.9%,5,0.35,64,11.0%
Ricky Rubio,23.0,MIN,Point,2632,41,21.3%,41,97.5,85,36.3%,92,1.70,34,16.6%
Brandon Rush,28.3,UTA,Wing,339,5,11.1%,7,85.3,25,6.9%,57,0.62,10,16.0%
Robert Sacre,24.4,LAL,Big,1030,37,14.4%,35,102.4,54,7.4%,65,0.51,69,12.2%
John Salmons,33.9,SAC,Wing,442,26,14.5%,11,88.2,84,15.5%,97,1.07,76,9.9%
John Salmons,33.9,TOR,Wing,1278,17,13.4%,18,94.0,74,12.9%,93,0.96,67,10.7%
Larry Sanders,24.9,MIL,Big,583,45,15.6%,14,95.2,32,5.5%,36,0.35,61,12.9%
Dennis Schroder,20.1,ATL,Point,578,42,21.7%,17,85.2,34,24.4%,37,1.12,5,20.7%
Luis Scola,33.5,IND,Big,1353,84,22.0%,26,99.7,79,10.7%,61,0.49,36,15.8%
Mike Scott,25.3,ATL,Big,1410,81,21.0%,70,112.8,70,9.1%,47,0.43,76,11.9%
Thabo Sefolosha,29.5,OKC,Wing,1565,6,11.9%,32,101.6,34,8.0%,71,0.67,33,13.1%
Kevin Seraphin,23.9,WAS,Big,538,75,19.8%,60,109.3,29,5.2%,15,0.26,32,16.5%
Ramon Sessions,27.6,CHA,Combo,1262,74,25.2%,56,102.5,68,26.3%,47,1.04,61,13.1%
Ramon Sessions,27.6,MIL,Point,881,56,23.4%,88,116.1,32,24.4%,25,1.04,81,11.7%
Iman Shumpert,23.4,NYK,Wing,1928,30,14.7%,19,95.2,51,9.7%,66,0.66,35,13.0%
Alexey Shved,24.9,MIN,Wing,544,76,21.9%,13,89.4,79,14.8%,73,0.68,30,13.2%
Henry Sims,23.6,CLE,Big,144,43,15.5%,3,87.0,28,5.1%,31,0.33,38,15.7%
Henry Sims,23.6,PHI,Big,696,68,18.6%,63,110.6,82,11.2%,78,0.60,83,11.1%
Kyle Singler,25.5,DET,Wing,2305,9,12.6%,86,116.5,3,4.7%,10,0.38,61,11.5%
Chris Singleton,23.9,WAS,Forward,207,50,15.9%,0,85.9,18,5.3%,11,0.33,11,16.3%
Peyton Siva,23.0,DET,Point,190,20,18.7%,27,92.2,27,22.8%,56,1.22,10,19.4%
Donald Sloan,25.8,IND,Point,311,24,18.8%,19,87.8,31,23.9%,64,1.27,54,14.5%
Ish Smith,25.3,PHX,Point,938,27,19.3%,20,89.2,47,27.4%,80,1.42,41,15.5%
JR Smith,28.1,NYK,Wing,2396,74,21.3%,53,107.6,81,15.2%,80,0.72,78,9.7%
Jason Smith,27.7,NOP,Big,826,49,16.1%,22,98.0,31,5.4%,32,0.34,93,9.5%
Josh Smith,27.9,DET,Forward,2720,91,24.1%,7,92.8,86,14.6%,75,0.61,34,13.0%
Tony Snell,22.0,CHI,Wing,1155,27,14.5%,22,98.2,50,9.6%,67,0.66,68,10.6%
Marreese Speights,26.2,GSW,Big,859,91,23.1%,35,102.5,45,6.3%,18,0.27,65,12.6%
Tiago Splitter,28.8,SAS,Big,1266,53,16.9%,75,114.5,77,10.3%,80,0.61,39,15.6%
Lance Stephenson,23.2,IND,Wing,2731,70,20.8%,75,113.7,95,21.7%,95,1.04,8,16.9%
Greg Stiemsma,28.1,NOP,Big,1000,1,8.1%,80,116.1,34,5.6%,87,0.69,5,24.8%
Julyan Stone,24.9,TOR,Combo,104,0,11.1%,2,73.3,25,17.7%,95,1.60,5,20.4%
Amar'e Stoudemire,31.0,NYK,Big,1456,83,21.5%,88,118.9,20,4.5%,8,0.21,53,13.9%
Rodney Stuckey,27.5,DET,Wing,1926,90,24.2%,46,105.7,72,12.7%,36,0.52,59,11.6%
Jared Sullinger,21.7,BOS,Big,2001,88,22.6%,26,99.3,73,9.8%,49,0.43,82,11.2%
Jeff Taylor,24.4,CHA,Wing,618,52,17.5%,8,86.9,16,6.2%,6,0.35,70,10.4%
Tyshawn Taylor,23.6,BKN,Combo,213,70,24.6%,9,88.5,47,21.6%,28,0.88,4,23.2%
Jeff Teague,25.4,ATL,Point,2526,88,29.0%,64,108.9,78,34.8%,51,1.20,61,14.2%
Marquis Teague,20.7,BKN,Point,127,22,18.7%,31,93.3,22,22.4%,49,1.19,0,29.1%
Marquis Teague,20.7,CHI,Point,213,17,18.5%,3,70.0,14,19.7%,31,1.07,27,17.4%
Mirza Teletovic,28.1,BKN,Forward,1227,61,18.3%,82,115.3,30,7.0%,20,0.38,75,9.6%
Garrett Temple,27.5,WAS,Combo,586,16,16.0%,5,84.9,32,18.2%,60,1.14,7,20.1%
Jason Terry,36.1,BKN,Combo,518,12,15.4%,25,96.5,19,15.8%,42,1.03,39,14.2%
Hasheem Thabeet,26.7,OKC,Big,162,0,7.1%,63,110.5,1,0.9%,2,0.13,0,36.7%
Isaiah Thomas,24.7,SAC,Point,2480,83,28.2%,86,115.7,71,31.7%,39,1.12,71,13.2%
Hollis Thompson,22.6,PHI,Wing,1630,3,10.2%,81,115.4,17,6.2%,54,0.61,26,14.0%
Jason Thompson,27.3,SAC,Big,1993,31,13.4%,37,103.8,17,4.0%,23,0.30,40,15.5%
Klay Thompson,23.7,GSW,Wing,2858,71,20.9%,68,110.9,52,9.7%,26,0.46,75,9.9%
Tristan Thompson,22.6,CLE,Big,2578,50,16.3%,39,104.1,20,4.4%,17,0.27,80,11.4%
Marcus Thornton,26.4,BKN,Wing,578,85,22.9%,52,107.4,36,8.2%,7,0.36,89,8.9%
Marcus Thornton,26.4,SAC,Wing,1107,44,16.1%,21,97.4,20,6.6%,19,0.41,89,8.9%
Jamaal Tinsley,35.7,UTA,Point,110,8,16.9%,0,45.0,83,35.9%,100,2.12,3,22.5%
Anthony Tolliver,28.4,CHA,Forward,1209,2,10.4%,89,120.8,14,4.7%,36,0.46,91,8.0%
PJ Tucker,28.5,PHX,Wing,2485,23,13.9%,58,108.1,34,8.0%,44,0.58,43,12.8%
Ronny Turiaf,30.8,MIN,Big,579,7,10.7%,84,116.8,39,5.9%,71,0.56,25,17.3%
Hedo Turkoglu,34.6,LAC,Big,370,47,15.7%,16,95.5,88,12.7%,94,0.81,64,12.7%
Evan Turner,25.0,IND,Wing,568,73,21.2%,16,93.6,93,19.2%,90,0.90,37,13.0%
Evan Turner,25.0,PHI,Wing,1881,92,24.5%,29,101.2,88,17.0%,76,0.69,22,14.2%
Jeremy Tyler,22.4,NYK,Big,287,48,15.9%,12,94.4,8,2.7%,5,0.17,32,16.4%
Ekpe Udoh,26.5,MIL,Big,777,13,11.5%,2,84.8,40,6.0%,67,0.52,12,19.9%
Beno Udrih,31.3,NYK,Point,543,32,19.6%,51,101.9,59,29.4%,85,1.51,32,16.8%
Jonas Valanciunas,21.5,TOR,Big,2278,55,17.1%,78,115.7,16,4.0%,11,0.23,35,15.9%
Anderson Varejao,31.1,CLE,Big,1791,38,14.5%,43,105.4,85,12.0%,95,0.82,67,12.4%
Jarvis Varnado,25.7,PHI,Big,307,8,10.7%,94,121.6,26,4.9%,54,0.46,71,12.2%
Greivis Vasquez,26.8,SAC,Combo,461,58,22.2%,84,110.0,93,33.6%,91,1.51,79,12.1%
Greivis Vasquez,26.8,TOR,Point,1310,68,24.8%,61,108.2,63,30.0%,54,1.21,56,14.4%
Jan Vesely,23.5,DEN,Big,282,22,12.6%,37,103.7,32,5.4%,47,0.43,34,16.2%
Jan Vesely,23.5,WAS,Big,453,11,11.2%,13,95.0,11,3.2%,21,0.29,16,19.4%
Charlie Villanueva,29.2,DET,Big,168,85,22.1%,18,95.7,49,6.5%,23,0.29,100,4.7%
Nikola Vucevic,23.0,ORL,Big,1807,78,20.3%,50,106.7,72,9.8%,59,0.48,56,13.7%
Dwyane Wade,31.8,MIA,Wing,1759,99,28.8%,90,118.0,98,25.1%,89,0.87,16,15.1%
Dion Waiters,21.9,CLE,Wing,2032,96,27.0%,27,101.0,91,18.3%,72,0.68,55,12.0%
Kemba Walker,23.5,CHA,Point,2603,85,28.3%,47,100.9,54,29.2%,15,1.03,93,10.6%
John Wall,23.2,WAS,Point,2972,97,31.1%,56,106.1,93,39.2%,63,1.26,59,14.2%
Gerald Wallace,31.3,BOS,Wing,1408,11,12.7%,61,108.4,80,15.1%,99,1.19,1,23.6%
CJ Watson,29.5,IND,Point,1139,7,16.6%,75,110.9,3,14.3%,7,0.86,66,14.0%
Earl Watson,34.4,POR,Combo,104,2,11.7%,0,70.0,65,25.0%,100,2.14,0,30.8%
Martell Webster,26.9,WAS,Wing,2107,20,13.5%,94,120.7,25,6.9%,34,0.51,85,9.2%
David West,33.2,IND,Big,2469,82,21.2%,49,106.1,92,15.7%,92,0.74,78,11.6%
Russell Westbrook,25.0,OKC,Point,1408,100,36.4%,66,109.2,92,38.0%,24,1.04,51,14.6%
Deron Williams,29.3,BKN,Point,2034,66,24.6%,80,113.3,69,31.3%,66,1.27,68,13.3%
Derrick Williams,22.4,MIN,Forward,118,39,15.2%,9,93.2,0,0.0%,0,0.00,95,7.1%
Derrick Williams,22.4,SAC,Forward,1592,41,15.2%,61,108.6,16,5.0%,9,0.33,41,12.6%
Elliot Williams,24.4,PHI,Wing,1056,45,16.2%,37,103.7,54,10.0%,56,0.62,13,15.3%
Lou Williams,27.0,ATL,Wing,1423,84,22.8%,63,109.9,96,23.2%,94,1.02,39,12.9%
Marvin Williams,27.4,UTA,Big,1667,44,15.6%,56,108.6,57,7.6%,61,0.49,92,9.6%
Mo Williams,30.9,POR,Combo,1809,61,22.7%,49,101.9,70,26.3%,63,1.16,35,15.5%
Shawne Williams,27.7,LAL,Big,746,19,12.3%,30,101.5,37,5.8%,56,0.48,89,10.3%
Jeff Withey,23.7,NOP,Big,634,9,11.0%,77,115.2,30,5.2%,56,0.48,82,11.2%
Nate Wolters,22.5,MIL,Point,1237,12,18.4%,37,97.0,19,22.1%,53,1.20,97,10.3%
Metta World Peace,34.0,NYK,Forward,337,75,19.9%,5,92.5,27,6.9%,14,0.35,66,10.3%
Brandan Wright,26.1,DAL,Big,1064,36,14.2%,99,138.2,23,4.7%,30,0.33,88,10.5%
Chris Wright,25.1,MIL,Wing,118,33,14.8%,80,115.4,16,6.2%,20,0.42,41,12.8%
Dorell Wright,27.9,POR,Forward,969,45,15.4%,55,107.0,57,9.2%,68,0.59,59,11.5%
Tony Wroten,20.6,PHI,Combo,1701,93,28.0%,30,99.8,46,21.0%,16,0.75,19,17.5%
Nick Young,28.4,LAL,Wing,1796,93,25.1%,79,114.9,49,9.2%,8,0.36,86,9.1%
Thaddeus Young,25.4,PHI,Big,2709,89,22.8%,33,102.2,84,11.4%,63,0.50,81,11.3%
Cody Zeller,21.1,CHA,Big,1355,64,18.0%,27,100.2,81,10.9%,79,0.61,45,15.1%
Tyler Zeller,23.8,CLE,Big,971,44,15.5%,71,112.9,33,5.5%,36,0.36,22,17.7%
