Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Dominique Jones,22.0,DAL,Wing,105,74,20.7%,1,71.4,93,23.4%,97,1.13,58,11.0%
James Jones,30.1,MIA,Wing,1454,4,10.3%,99,127.8,2,4.2%,16,0.41,99,6.0%
Solomon Jones,26.3,IND,Big,504,49,15.8%,15,93.0,76,9.1%,80,0.58,16,20.2%
DeAndre Jordan,22.3,LAC,Big,2030,13,10.6%,98,129.7,14,3.1%,27,0.29,12,21.2%
Chris Kaman,28.5,LAC,Big,836,90,22.5%,27,99.3,80,10.0%,62,0.44,52,13.9%
Jason Kidd,37.6,DAL,Point,2646,26,18.6%,41,101.0,81,35.6%,100,1.92,21,17.0%
Andrei Kirilenko,29.7,UTA,Forward,1988,67,18.1%,63,112.6,90,14.5%,86,0.80,14,15.0%
Linas Kleiza,25.8,TOR,Forward,1021,78,19.5%,12,101.0,18,6.0%,6,0.31,25,14.2%
Kyle Korver,29.6,CHI,Wing,1576,42,16.6%,78,114.3,73,12.0%,75,0.72,70,10.0%
Kosta Koufos,21.7,MIN,Big,299,59,16.9%,10,89.6,18,3.6%,15,0.21,19,18.6%
Nenad Krstic,27.3,BOS,Big,548,52,16.0%,81,116.8,10,2.4%,5,0.15,64,12.7%
Nenad Krstic,27.3,OKC,Big,1007,34,14.1%,53,108.0,13,2.9%,13,0.21,87,10.5%
Carl Landry,27.1,NOP,Big,598,74,19.1%,80,116.2,20,3.8%,12,0.20,74,11.4%
Carl Landry,27.1,SAC,Big,1389,78,19.7%,55,109.1,50,5.8%,28,0.29,61,13.1%
Acie Law,25.8,GSW,Combo,619,6,17.2%,43,104.9,22,17.1%,47,0.99,59,13.4%
Ty Lawson,23.0,DEN,Point,2017,36,21.9%,95,119.3,40,27.2%,55,1.24,71,13.0%
Courtney Lee,25.1,HOU,Wing,1613,45,16.9%,60,108.6,42,9.1%,47,0.54,65,10.3%
David Lee,27.5,GSW,Big,2627,81,20.4%,60,110.5,93,13.6%,87,0.67,51,14.0%
Rashard Lewis,31.2,ORL,Forward,809,59,17.4%,35,105.6,12,5.8%,14,0.33,59,11.7%
Rashard Lewis,31.2,WAS,Forward,1011,47,16.2%,45,109.3,71,10.1%,65,0.63,33,13.4%
Jeremy Lin,22.2,GSW,Point,236,22,18.1%,17,91.5,14,22.0%,47,1.21,79,12.4%
Shaun Livingston,25.1,CHA,Combo,1215,49,22.5%,55,106.6,55,24.1%,55,1.07,29,14.8%
Brook Lopez,22.6,BKN,Big,2881,95,25.1%,57,110.1,74,8.7%,38,0.35,77,11.3%
Robin Lopez,22.6,PHX,Big,977,65,17.6%,51,107.5,2,1.2%,1,0.07,66,12.5%
Kevin Love,22.1,MIN,Big,2601,87,21.8%,88,118.9,87,11.6%,74,0.53,75,11.4%
Kyle Lowry,24.6,HOU,Point,2557,34,21.5%,74,110.2,57,28.9%,64,1.34,72,12.6%
Corey Maggette,31.0,MIL,Wing,1380,93,26.3%,79,114.4,55,10.5%,14,0.40,9,16.2%
Jamaal Magloire,32.4,MIA,Big,125,4,8.6%,76,115.0,17,3.6%,55,0.41,58,13.3%
Ian Mahinmi,24.0,DAL,Big,447,27,13.2%,94,123.3,6,2.3%,8,0.17,32,16.7%
Shawn Marion,32.5,DAL,Forward,2228,80,19.6%,55,110.5,49,8.5%,31,0.43,29,13.7%
Sean Marks,35.2,POR,Big,181,16,11.9%,11,90.0,19,3.7%,31,0.31,6,23.9%
Cartier Martin,25.9,WAS,Wing,470,32,15.5%,32,101.8,5,4.7%,2,0.30,88,8.5%
Kenyon Martin,32.8,DEN,Big,1227,56,16.3%,45,106.2,92,13.0%,95,0.80,59,13.2%
Kevin Martin,27.7,HOU,Wing,2593,98,28.2%,94,122.0,76,12.9%,31,0.46,57,11.1%
Roger Mason Jr.,30.1,NYK,Wing,284,6,11.4%,6,87.9,39,8.6%,80,0.76,100,5.7%
Wesley Matthews,24.0,POR,Wing,2732,70,20.1%,86,117.4,51,10.1%,40,0.50,44,11.6%
Jason Maxiell,27.7,DET,Big,907,26,13.1%,34,101.8,12,2.9%,15,0.22,26,17.6%
Eric Maynor,23.4,OKC,Point,1095,31,20.1%,40,101.0,64,29.8%,79,1.48,34,15.4%
O.J. Mayo,23.0,MEM,Combo,1818,35,20.5%,35,101.6,8,11.6%,4,0.56,82,11.6%
Luc Mbah a Moute,24.1,MIL,Forward,2072,10,12.5%,24,103.3,10,5.4%,33,0.43,31,13.7%
DJ Mbenga,29.8,NOP,Big,286,11,10.2%,48,107.0,3,1.8%,9,0.18,0,34.7%
Antonio McDyess,36.2,SAS,Big,1377,34,14.1%,35,102.4,77,9.2%,85,0.65,28,17.1%
JaVale McGee,22.8,WAS,Big,2173,44,15.1%,69,112.7,11,2.7%,8,0.18,56,13.5%
Tracy McGrady,31.4,DET,Wing,1678,76,21.2%,27,101.1,95,24.5%,98,1.15,21,13.7%
Dominic McGuire,25.0,CHA,Big,729,28,13.6%,6,85.0,77,9.1%,88,0.67,92,9.9%
Josh McRoberts,23.7,IND,Big,1528,41,14.8%,93,122.7,95,14.4%,98,0.97,33,16.4%
Jodie Meeks,23.2,PHI,Wing,1999,20,14.0%,93,121.3,11,5.7%,17,0.41,79,9.2%
CJ Miles,23.6,UTA,Wing,1938,85,23.7%,35,102.5,69,11.7%,39,0.49,79,9.2%
Darko Milicic,25.4,MIN,Big,1683,77,19.5%,20,96.3,79,9.9%,68,0.50,17,19.8%
Andre Miller,34.6,POR,Point,2644,55,24.4%,64,108.4,78,34.8%,78,1.43,48,14.4%
Brad Miller,34.6,HOU,Big,988,68,18.1%,73,114.0,100,22.3%,100,1.23,60,13.2%
Mike Miller,30.7,MIA,Wing,790,15,13.1%,58,108.0,29,7.8%,54,0.59,12,14.9%
Patty Mills,22.2,POR,Point,734,66,25.5%,47,102.8,31,26.0%,12,1.02,53,14.2%
Paul Millsap,25.7,UTA,Big,2601,84,21.0%,81,116.5,88,12.2%,80,0.58,69,12.2%
Nazr Mohammed,33.2,CHA,Big,846,78,19.6%,40,104.2,17,3.6%,9,0.18,51,14.0%
Nazr Mohammed,33.2,OKC,Big,400,42,15.1%,83,117.1,7,2.3%,6,0.15,58,13.3%
Greg Monroe,20.4,DET,Big,2162,40,14.8%,77,115.6,67,7.4%,67,0.50,73,11.6%
Jamario Moon,30.4,CLE,Wing,730,10,12.0%,22,97.8,40,8.9%,79,0.74,89,8.4%
Jamario Moon,30.4,LAC,Wing,267,2,9.7%,31,101.7,2,3.7%,10,0.38,88,8.5%
Anthony Morrow,25.1,BKN,Wing,1850,40,16.3%,83,116.3,17,6.3%,12,0.39,90,8.3%
Timofey Mozgov,24.3,NYK,Big,435,41,14.9%,34,101.7,40,5.3%,42,0.35,11,21.5%
Troy Murphy,30.5,BOS,Big,157,30,13.7%,3,83.3,61,6.9%,67,0.50,35,16.1%
Troy Murphy,30.5,BKN,Big,273,47,15.6%,2,73.1,82,10.3%,86,0.66,57,13.4%
Eduardo Najera,34.3,CHA,Forward,345,4,10.8%,6,92.5,61,9.4%,88,0.87,51,12.7%
Steve Nash,36.7,PHX,Point,2492,90,28.0%,100,123.9,100,49.8%,93,1.78,22,17.0%
Gary Neal,26.1,SAS,Wing,1560,60,18.6%,87,117.5,34,8.3%,28,0.45,74,9.8%
Jameer Nelson,28.7,ORL,Point,2311,64,25.5%,67,109.4,72,32.4%,59,1.27,36,15.3%
Joakim Noah,25.7,CHI,Big,1574,55,16.3%,78,115.9,83,10.5%,85,0.65,38,15.9%
Andres Nocioni,30.9,PHI,Wing,884,36,16.0%,68,110.6,30,7.8%,36,0.49,15,14.4%
Steve Novak,27.4,SAS,Forward,159,12,12.5%,100,147.1,0,2.1%,0,0.17,100,4.7%
Dirk Nowitzki,32.4,DAL,Big,2483,98,26.1%,94,124.1,94,13.6%,70,0.52,92,9.8%
Jermaine O'Neal,32.1,BOS,Big,430,52,15.9%,32,101.6,30,4.6%,26,0.29,18,19.4%
Shaquille O'Neal,38.7,BOS,Big,750,64,17.4%,99,132.7,37,5.1%,28,0.29,15,20.6%
Lamar Odom,31.0,LAL,Big,2608,76,19.4%,86,118.4,98,15.4%,94,0.79,70,12.1%
Emeka Okafor,28.1,NOP,Big,2273,35,14.2%,80,116.2,13,2.9%,13,0.21,27,17.6%
Mehmet Okur,31.4,UTA,Big,164,85,21.4%,17,94.1,99,17.5%,95,0.82,97,8.1%
Travis Outlaw,26.1,BKN,Forward,2346,49,16.6%,8,93.9,14,5.9%,18,0.36,94,8.5%
Zaza Pachulia,26.7,ATL,Big,1173,37,14.4%,66,112.0,68,7.6%,72,0.53,28,17.2%
Anthony Parker,35.4,CLE,Wing,2075,30,15.3%,30,101.5,84,16.4%,96,1.07,48,11.5%
Tony Parker,28.5,SAS,Point,2519,91,28.8%,84,113.8,76,34.5%,43,1.20,74,12.6%
Patrick Patterson,21.6,HOU,Big,794,40,14.8%,74,114.1,71,8.3%,78,0.56,80,11.1%
Chris Paul,25.5,NOP,Point,2872,78,26.6%,93,118.3,97,44.1%,90,1.66,93,11.0%
Sasha Pavlovic,27.0,BOS,Wing,131,3,10.2%,100,129.2,3,4.2%,18,0.41,3,18.5%
Sasha Pavlovic,27.0,DAL,Forward,145,6,11.6%,67,112.9,33,7.6%,69,0.66,24,14.5%
Nikola Pekovic,24.8,MIN,Big,835,72,18.7%,76,114.4,46,5.5%,29,0.30,5,24.3%
Kendrick Perkins,26.0,BOS,Big,310,38,14.6%,70,113.2,33,5.0%,37,0.34,3,26.3%
Kendrick Perkins,26.0,OKC,Big,427,18,12.1%,30,101.2,41,5.4%,61,0.44,3,26.5%
Johan Petro,24.8,BKN,Big,830,60,17.1%,10,89.8,74,8.9%,72,0.52,46,14.7%
Paul Pierce,33.1,BOS,Wing,2766,86,23.7%,98,124.7,82,15.3%,58,0.64,31,12.4%
Mickael Pietrus,28.7,ORL,Wing,396,13,13.1%,75,112.3,4,4.4%,5,0.34,36,12.1%
Mickael Pietrus,28.7,PHX,Wing,642,55,17.8%,38,104.0,8,5.6%,3,0.31,73,9.9%
Quincy Pondexter,22.6,NOP,Forward,652,18,12.9%,10,94.0,24,6.4%,51,0.50,98,7.0%
James Posey,33.8,IND,Wing,818,16,13.2%,16,96.2,21,6.8%,44,0.51,87,8.8%
Leon Powe,26.8,CLE,Big,162,57,16.5%,24,98.4,8,2.4%,3,0.14,98,7.0%
Leon Powe,26.8,MEM,Big,116,93,24.2%,78,115.8,47,5.6%,17,0.23,90,10.3%
Josh Powell,27.8,ATL,Big,556,73,19.0%,37,103.1,52,6.2%,34,0.33,12,21.0%
A.J. Price,24.1,IND,Point,740,62,25.2%,19,92.1,17,22.9%,2,0.91,88,12.0%
Ronnie Price,27.4,UTA,Combo,667,14,18.8%,4,87.9,10,12.2%,16,0.65,8,19.7%
Tayshaun Prince,30.7,DET,Wing,2556,75,21.0%,34,102.3,80,14.1%,64,0.67,96,7.2%
Joel Przybilla,31.1,POR,Big,443,1,7.2%,91,122.2,28,4.4%,83,0.61,1,33.1%
Chris Quinn,27.1,SAS,Point,205,28,18.7%,9,89.2,12,22.0%,40,1.18,83,12.3%
Vladimir Radmanovic,29.9,GSW,Forward,1130,31,14.2%,73,113.3,63,9.5%,75,0.67,20,14.8%
Anthony Randolph,21.3,MIN,Big,413,96,25.3%,60,110.6,84,10.9%,58,0.43,34,16.3%
Anthony Randolph,21.3,NYK,Big,108,81,20.3%,1,63.4,86,11.3%,78,0.56,23,18.0%
Zach Randolph,29.3,MEM,Big,2716,92,23.8%,65,111.7,81,10.0%,57,0.42,88,10.5%
Michael Redd,31.2,MIL,Wing,133,57,17.9%,10,93.6,77,13.2%,79,0.73,93,7.8%
JJ Redick,26.4,ORL,Wing,1469,31,15.4%,95,122.9,62,10.8%,72,0.70,72,9.9%
Jason Richardson,29.8,ORL,Wing,1904,51,17.3%,62,109.1,45,9.3%,45,0.54,83,9.0%
Jason Richardson,29.8,PHX,Wing,794,82,22.2%,81,114.9,25,7.3%,4,0.33,94,7.5%
Quentin Richardson,30.6,ORL,Wing,902,21,14.0%,11,94.8,15,6.3%,27,0.45,38,12.0%
Luke Ridnour,29.7,MIN,Point,2152,33,20.4%,91,115.1,45,27.4%,66,1.34,40,15.2%
Nate Robinson,26.4,BOS,Combo,917,47,22.4%,39,102.3,29,18.0%,29,0.80,45,14.3%
Rajon Rondo,24.7,BOS,Point,2511,53,24.3%,31,99.3,98,44.8%,95,1.85,14,18.3%
Derrick Rose,22.1,CHI,Point,3022,98,34.8%,83,112.1,88,37.2%,22,1.07,84,12.1%
Quinton Ross,29.5,BKN,Wing,322,0,8.6%,4,86.4,6,5.0%,52,0.58,41,11.8%
Brandon Roy,26.3,POR,Wing,1303,87,24.0%,21,97.8,86,16.8%,71,0.70,91,8.3%
Brandon Rush,25.3,IND,Wing,1714,28,15.3%,47,105.8,10,5.7%,7,0.37,45,11.6%
John Salmons,30.9,MIL,Wing,2547,79,21.8%,29,101.5,87,17.8%,86,0.82,47,11.5%
Samardo Samuels,21.8,CLE,Big,649,80,19.9%,28,100.0,31,4.6%,18,0.23,33,16.4%
Larry Sanders,21.9,MIL,Big,834,51,15.9%,8,88.6,15,3.2%,12,0.20,62,13.1%
Luis Scola,30.5,HOU,Big,2408,92,24.0%,48,107.0,92,13.1%,77,0.55,79,11.1%
Thabo Sefolosha,26.5,OKC,Wing,2043,1,9.4%,60,108.1,27,7.6%,85,0.81,26,12.9%
Kevin Seraphin,20.9,WAS,Big,551,21,12.5%,22,97.8,9,2.4%,10,0.19,8,23.3%
Ramon Sessions,24.6,CLE,Point,2049,86,27.6%,78,111.3,79,34.9%,57,1.26,66,13.7%
Mustafa Shakur,26.2,WAS,Point,119,67,25.6%,0,67.4,59,28.9%,33,1.13,5,21.9%
Craig Smith,27.0,LAC,Big,567,67,18.1%,85,118.0,78,9.6%,73,0.53,49,14.4%
Ish Smith,22.3,HOU,Point,302,29,19.7%,5,86.4,66,30.3%,83,1.54,19,17.5%
JR Smith,25.1,DEN,Wing,1859,78,21.6%,63,110.0,81,14.3%,61,0.66,67,10.1%
Jason Smith,24.7,NOP,Big,1042,45,15.5%,21,97.5,49,5.6%,44,0.36,42,15.3%
Josh Smith,24.9,ATL,Forward,2634,92,24.2%,43,108.1,94,16.8%,80,0.70,22,14.8%
Marreese Speights,23.2,PHI,Big,675,83,20.6%,49,107.2,56,6.4%,31,0.31,65,12.5%
Tiago Splitter,25.8,SAS,Big,631,61,17.2%,58,110.1,52,6.1%,42,0.35,78,11.2%
DeShawn Stevenson,29.6,DAL,Wing,1123,33,15.5%,76,112.8,53,10.2%,59,0.66,40,11.8%
Peja Stojakovic,33.4,DAL,Wing,496,40,16.4%,65,110.2,14,6.2%,9,0.38,98,6.2%
Amar'e Stoudemire,28.0,NYK,Big,2863,100,29.6%,69,112.7,91,12.8%,59,0.43,60,13.2%
Rodney Stuckey,24.5,DET,Point,2165,74,26.5%,76,110.9,41,27.2%,14,1.03,78,12.5%
DaJuan Summers,22.8,DET,Wing,173,64,19.0%,12,95.5,0,1.9%,0,0.10,2,18.7%
Jermaine Taylor,23.9,SAC,Wing,345,73,20.6%,28,101.4,67,11.4%,48,0.55,7,17.2%
Jeff Teague,22.4,ATL,Point,848,38,21.9%,43,101.7,19,23.1%,19,1.05,47,14.5%
Sebastian Telfair,25.4,MIN,Point,666,40,21.9%,33,99.6,26,25.4%,34,1.16,16,17.8%
Garrett Temple,24.5,CHA,Combo,120,94,29.4%,2,84.4,82,29.5%,49,1.00,0,26.4%
Jason Terry,33.1,DAL,Wing,2531,89,24.8%,64,110.1,92,22.4%,90,0.90,33,12.2%
Hasheem Thabeet,23.7,MEM,Big,342,3,8.3%,16,93.9,2,1.2%,4,0.14,4,25.8%
Kurt Thomas,38.1,CHI,Big,1152,7,9.4%,39,104.0,66,7.4%,94,0.78,25,17.8%
Tyrus Thomas,24.2,CHA,Big,840,89,22.4%,51,107.4,54,6.3%,25,0.28,41,15.5%
Jason Thompson,24.3,SAC,Big,1710,59,16.9%,47,106.6,69,7.7%,63,0.46,44,14.8%
Al Thornton,26.9,GSW,Forward,302,73,19.1%,71,112.9,16,5.9%,8,0.31,18,15.0%
Al Thornton,26.9,WAS,Wing,1050,43,16.8%,53,106.3,26,7.6%,29,0.45,55,11.2%
Marcus Thornton,23.4,NOP,Wing,689,88,24.5%,20,97.3,60,10.8%,26,0.44,74,9.8%
Marcus Thornton,23.4,SAC,Combo,1013,53,23.6%,78,111.4,20,14.9%,14,0.63,96,9.5%
Anthony Tolliver,25.4,MIN,Forward,1303,16,12.7%,76,115.4,51,8.5%,76,0.67,63,11.6%
Ronny Turiaf,27.8,NYK,Big,1125,9,10.0%,97,129.6,89,12.3%,99,1.23,37,16.0%
Hedo Turkoglu,31.6,ORL,Wing,1899,63,18.9%,64,110.1,94,23.5%,99,1.24,26,12.9%
Hedo Turkoglu,31.6,PHX,Forward,615,57,17.2%,61,111.8,82,12.4%,82,0.72,39,13.1%
Evan Turner,22.0,PHI,Wing,1720,53,17.6%,18,96.8,79,13.3%,82,0.76,42,11.7%
Ekpe Udoh,23.5,GSW,Big,983,23,12.7%,15,92.4,39,5.3%,56,0.42,38,15.9%
Beno Udrih,28.3,SAC,Combo,2715,10,17.9%,98,120.7,45,21.9%,80,1.22,71,12.4%
Ben Uzoh,22.6,BKN,Combo,382,43,21.1%,8,90.1,67,26.5%,86,1.25,65,12.8%
Anderson Varejao,28.1,CLE,Big,991,25,12.8%,65,111.9,67,7.4%,81,0.58,47,14.6%
Greivis Vasquez,23.8,MEM,Wing,804,69,19.9%,25,99.5,100,26.6%,100,1.33,2,19.3%
Charlie Villanueva,26.2,DET,Big,1617,82,20.5%,66,111.9,38,5.2%,20,0.25,96,8.5%
Sasha Vujacic,26.7,BKN,Wing,1578,61,18.6%,45,105.3,78,13.2%,74,0.71,78,9.4%
Dwyane Wade,28.8,MIA,Wing,2809,99,31.9%,84,117.0,91,22.2%,70,0.70,34,12.2%
Von Wafer,25.3,BOS,Wing,460,21,14.3%,51,106.3,52,10.1%,73,0.71,46,11.5%
Henry Walker,23.1,NYK,Wing,751,25,14.7%,91,119.5,21,6.7%,30,0.45,35,12.2%
John Wall,20.2,WAS,Point,2565,81,27.3%,29,99.2,83,35.6%,62,1.30,31,16.2%
Ben Wallace,36.1,DET,Big,1236,6,9.1%,9,89.0,73,8.6%,98,0.95,19,18.6%
Gerald Wallace,28.3,CHA,Forward,1868,82,19.7%,33,105.1,73,10.5%,53,0.53,55,12.4%
Gerald Wallace,28.3,POR,Forward,815,88,20.4%,82,117.9,75,11.2%,57,0.55,16,15.0%
Luke Walton,30.6,LAL,Forward,409,33,15.1%,0,68.5,96,18.1%,100,1.20,2,18.5%
Willie Warren,21.0,LAC,Point,112,19,17.4%,34,100.0,34,26.3%,81,1.51,52,14.3%
Hakim Warrick,28.3,PHX,Big,1338,80,19.9%,75,114.3,70,8.0%,51,0.40,63,12.9%
CJ Watson,26.5,CHI,Point,1005,52,24.2%,14,90.0,60,29.7%,50,1.22,76,12.5%
Earl Watson,31.4,UTA,Point,1494,17,16.1%,50,104.6,28,25.5%,86,1.58,10,20.7%
Martell Webster,23.9,MIN,Wing,1038,46,16.9%,89,118.9,35,8.3%,38,0.49,17,14.2%
Sonny Weems,24.3,TOR,Wing,1394,65,19.2%,24,99.1,71,11.8%,55,0.62,16,14.3%
David West,30.2,NOP,Big,2445,94,24.5%,63,111.3,90,12.5%,69,0.51,77,11.2%
Delonte West,27.3,BOS,Combo,433,29,19.9%,45,105.0,71,27.0%,88,1.36,27,15.2%
Mario West,26.4,BKN,Wing,103,2,10.0%,0,64.7,56,10.5%,95,1.05,82,9.1%
Russell Westbrook,22.0,OKC,Point,2831,100,35.8%,59,107.1,93,42.3%,41,1.18,60,13.9%
DJ White,24.2,CHA,Big,444,62,17.3%,77,115.7,44,5.5%,32,0.32,99,4.4%
DJ White,24.2,OKC,Big,152,28,13.4%,16,93.0,5,2.2%,7,0.16,53,13.8%
Chris Wilcox,28.2,DET,Big,951,55,16.2%,84,117.8,62,7.0%,58,0.43,67,12.4%
Damien Wilkins,30.8,ATL,Wing,583,11,12.1%,54,106.6,46,9.4%,83,0.78,85,8.8%
Deron Williams,26.3,BKN,Combo,455,96,30.1%,10,92.2,100,52.0%,100,1.73,51,14.1%
Deron Williams,26.3,UTA,Combo,2000,98,30.2%,94,119.3,96,43.0%,98,1.42,49,14.2%
Jason Williams,35.0,MEM,Point,116,14,15.9%,2,76.0,62,29.7%,98,1.86,57,14.1%
Jason Williams,35.0,ORL,Combo,154,0,15.1%,18,97.1,43,21.4%,94,1.42,18,16.5%
Jawad Williams,27.7,CLE,Forward,341,51,16.6%,4,73.2,67,9.7%,59,0.58,75,10.4%
Lou Williams,24.0,PHI,Point,1704,93,29.2%,69,109.8,21,24.5%,0,0.84,100,9.4%
Marvin Williams,24.4,ATL,Forward,1827,41,16.0%,59,111.8,37,7.8%,45,0.48,82,9.9%
Mo Williams,27.9,CLE,Point,1062,97,29.8%,22,95.0,95,42.4%,76,1.42,43,15.0%
Mo Williams,27.9,LAC,Point,722,59,24.7%,90,114.7,47,27.6%,29,1.12,29,16.8%
Reggie Williams,24.1,GSW,Wing,1549,54,17.7%,90,118.9,66,11.3%,57,0.64,83,9.0%
Shawne Williams,24.7,NYK,Big,1305,32,14.0%,68,112.5,42,5.4%,48,0.38,83,10.8%
Shelden Williams,27.0,DEN,Big,675,27,13.2%,18,95.1,19,3.7%,26,0.28,30,16.8%
Shelden Williams,27.0,NYK,Big,182,14,11.0%,98,132.6,36,5.1%,64,0.46,83,10.9%
Terrence Williams,23.3,BKN,Wing,191,90,24.9%,5,87.7,96,24.8%,94,0.99,0,22.2%
Metta World Peace,31.0,LAL,Wing,2405,29,15.3%,19,97.1,54,10.3%,64,0.68,55,11.2%
Brandan Wright,23.1,BKN,Big,155,49,15.8%,23,98.2,27,4.3%,23,0.27,100,3.8%
Brandan Wright,23.1,GSW,Big,163,39,14.6%,97,129.3,1,1.1%,1,0.08,34,16.4%
Dorell Wright,24.9,GSW,Forward,3131,69,18.6%,41,107.7,76,11.4%,61,0.61,80,10.0%
Julian Wright,23.5,TOR,Forward,690,22,13.3%,16,101.3,78,11.8%,90,0.88,0,19.1%
Jianlian Yi,23.0,WAS,Big,1061,48,15.7%,13,91.6,20,3.8%,19,0.24,63,12.7%
Nick Young,25.4,WAS,Wing,1983,83,22.6%,59,108.1,20,6.5%,2,0.29,84,8.8%
Sam Young,25.4,MEM,Wing,1528,41,16.5%,41,104.8,23,7.0%,24,0.43,59,10.9%
Thaddeus Young,22.4,PHI,Big,2101,79,19.7%,72,113.9,59,6.7%,37,0.34,78,11.1%
